Author,Comment,Published At
@fernando-me3xb,Gubenur aceh aja ngak punya keputusan takut atasan ya pak,2024-01-03T13:44:32Z
@kasnijz4775,"Roh ini ada yg mengatur dr ngumpulnya berangkatnya  cara masuknya cara ngomong klu di wawancarai.melas pintar berbohong.supaya di terima <a href=""http://warga.tp/"">warga.tp</a> waspada kedepannya nanti.klu SDH tersebar di seluruh indo mereka di gerakkan mengacau Nusantara.",2024-01-03T13:08:53Z
@scottish-wk2ig,Kasih makan dan suruh UNHCR tampung di markas nya..,2024-01-03T13:06:40Z
@tarwinah7463,Usir rohingya.,2024-01-03T10:09:43Z
@AbuZain-hg7pu,Usirrrrr,2024-01-03T07:52:24Z
@syahrinalbayani5859,Tenggelam kan.,2024-01-03T07:44:25Z
@irawanwicaksono4598,Usirrrrrrrrrrrrrrr usirrrrrrrrrrrrjgn dipelihara...... Virussssdd,2024-01-03T06:08:00Z
@RullyAkbar-pb1xi,Manusia licik jagain tanah kita masing2 pura2 ngungsi tar nguasain pulang Sono kenegara lu,2024-01-03T04:40:23Z
@epidiyanto9477,Usirrrr,2024-01-03T04:30:00Z
@agustine8390,Bakar kapalnya biar gak bisa jemput kawannya lg. 👹👹,2024-01-03T01:34:49Z
@ayahkeemal195,"s7,bnyk yg pansos,ld jgn biarkn mendara,",2024-01-03T01:33:13Z
@Ridwan223-v7g,Ini rencana licik orang asing.yg ingin mngobok&quot;Indonesia kita trcinta.kbalikan keasal mereka.jngan ada yg trsisa.dar Sabang SMPAY meroke.jngan ada bangsa orang sperti mereka.usiiiiiir...,2024-01-02T13:47:34Z
@andikaahmad9690,"Persiss   iriwil..hhhhhee  liat dan cermati..itu hal kecil ,dalm proses masuk indonesia..bayangkan kalo udah menetap banyak  trik dan cara cara culas buat menfuasai daerah di indonesia buat jadi negara mereka nanti nya   ..sunggug kaum..yg boleh di kata ada bakat .zionisme...👍👍👍👍👍🤨🤨🤨",2024-01-02T13:33:46Z
@ladymnj3809,Kurang ajar ni!!!,2024-01-02T12:30:37Z
@dwijateknika5544,Semua yang diawali dengan kelicikan akan terus menerus dilakukan kelicikan,2024-01-02T09:56:42Z
@banisanali8703,Bahaya,2024-01-02T09:32:03Z
@rinaratnajuwita4203,"harusnya para imigran sebrlum turun,warga harus gercep suruh jangan turun,suruh tuh kapal putar balik,kalau sekaràng mah dah di tampung mana mau pergi walau di usir.",2024-01-02T07:36:51Z
@kamaliabayu,Di bilng rohingya licik sifatnya culas pamalas penjajah akal bulus rakus ga tau diri serakah usiiir saja jgn di ksh hati mereka kebanyakan dari banglades ga semuanya islam,2024-01-02T06:59:26Z
@aananwasih5338,Kemanakah petugas penjaga peairan NKRi?,2024-01-02T06:43:37Z
@KartikaSari-m1v,"HAI MENTRI KELAUTAN KAU DI MN, MENTRI LUAR NEGRI NYA KE MANA???????¿?????",2024-01-02T05:38:34Z
@KartikaSari-m1v,"ALASAN APAPUN TOLAAAK ,UUUSSSIIR JNGN KASIH TEMPAT NGASIH MKN ORANG BERATUS2 URUSIN RAKYAT SENDIRI P PRESIDEN YTH ,JNGN URUSIN PENJAJAH PEMERINTAH TRLALU SBR KRAKYAT DITERLANTARKKN KSH MKN GELANDANGAN ANK YATIM ,YATIM PIATU MSH BNYK  UNHCR GOMMBBAAAL SENGAJA DI DATANGKN OLEH NEGARA PENJAJAH BIAR IND KACAU PIIIIKKKKIIIR  UUSSSSIIIR KOK GK PEDULI RAKYATTT GENDONG TUH DI TIMANG KSH MKN DI BUANG ROHINGYA GENDHENG KENTHIIIR",2024-01-02T05:37:11Z
@nevawati3509,"Geram aku nengoknya , apa ngak ada polisi air atau udah di sogok  duluan",2024-01-02T02:51:05Z
@penalangit5178,100... 100.... 100... lama bisa ratusan ribu,2024-01-02T01:44:47Z
@ampibi1524,Bersetan dgn Rohingya modus berkedok agama hancurkan yg DTG usirr unchr biang kerok yg membela Rohingya penghianat bangsa usirrr,2024-01-02T00:20:31Z
@dexherbert2191,Bakamla kita ada di mana???,2024-01-02T00:17:25Z
@kangkangyo.602,Ini kesalahn tni AL dan pol air.krna mereka td mnjaga laut kt makanya begini..,2024-01-01T23:12:08Z
@budiamka9435,Kirim ke madura garap tambak garam,2024-01-01T20:24:31Z
@muhammadsaid4500,Tolak USIR AJA ORANG TIDAK TAU TERIMA KASIH,2024-01-01T17:27:59Z
@imamimam1038,Rohingya 👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎,2024-01-01T16:52:58Z
@dennyteguhherlambang2823,sudah tau rohingny licik<br>tapi tetep aj dimanja.harusny usir dn dipulngkn.,2024-01-01T14:41:28Z
@paiminjarmi2229,"Sepertinya sengaja datang mau merebut aceh,ngapain segitu banyak pengungsi dtang ke aceh.jgn dibiarkan mereka berlabuh di aceh suruh balik ke negaranya lagi.",2024-01-01T14:18:00Z
@DedenNuryasin-kw7zs,Nanti kasusnya kaya Israel,2024-01-01T13:31:27Z
@sinarsore,😂😂😂😂😂,2024-01-01T11:51:34Z
@sulistyorini-we5ln,Usir.... Nanti seperti palestina yg di jajah Israel..,2024-01-01T09:32:06Z
@ThomasHorison-y3o,"Awas rohinya kaum yg licik,maka nya di usir dr Mianmar,jgn sampai kaum rohinya ada di wilayah kita",2024-01-01T07:57:09Z
@suratmanman9535,"Waspadalah WNI,usir  mereka secepatnya",2024-01-01T06:46:11Z
@boy4815,Dipanah ajalah....udh tau penyakit tp tetap ditampung juga..ujung²ny pembengkakan anggaran,2024-01-01T06:39:09Z
@mamadmamad8452,USIR !!!<br>IMIGRAN ROHINGYA<br>IMIGRAN YAMAN<br>DARI INDONESIA !!!,2024-01-01T06:35:14Z
@ayankbeb8342,Aceh akan diduduki rohingya ini adalah penjajahan berkedok pengungsi,2024-01-01T03:09:50Z
@ayankbeb8342,Tni angkatan laut lemah imigran gelap masuk ngga penjagaan  seharus nya memaksa masuk hancurkan,2024-01-01T03:08:32Z
@ayankbeb8342,Imigran gelap usir klo menolak hancurkan,2024-01-01T03:06:24Z
@ayankbeb8342,Penjajah berkedok pengungsi hancur kan,2024-01-01T03:05:24Z
@ngestimisgiyant1779,JANGAN DI KASIHANI  BIKIN KOTOR TEMPAT SINGGAH SAJA,2024-01-01T01:37:25Z
@ninalusiana3071,ROHINGYA Datangya aja sudh ga baik ..WAJAR ORG ACEH TIDAK SUKA LALU MENGUSIRNYA UNTK KEMBALI KE NEGARA ASALNYA..KEPUTUSAN YG TEPAT,2023-12-31T23:36:10Z
@f173y,Bagai mana kalo kedatangan mereka sebenernya mau menjajah di Indonesia...ya allah ngeri,2023-12-31T23:34:38Z
@salaka26,Mana angkatan laut kita nich....ko diam diam aja nich....apa emang tutup mata apa gmn nich...???,2023-12-31T23:28:15Z
@اسماسم-ن5ي,Bubarkan UNHCR,2023-12-31T21:58:52Z
@pepeng8162,Kenapa Kalian gak serang TKA China yg rampok di tambang?.<br>Apa Kalian Buzzer China?,2023-12-31T20:07:50Z
@saputraedi144,POLAIRUD di mana....???<br>Apa kah mereka Pulang Kampoeng atau lg Tidur...???,2023-12-31T15:14:14Z
@umarfirdaus8764,"Usir rohingnya, usiir usiiir",2023-12-31T13:49:03Z
@ruchisukmaningsih6886,Usir sebelum rakyat bersatu u hempaskan rohingnya tanpa belas kasih...ato perikemanusiaan...sdh ..terlalu aneh bin ajaib mereka terus berdatangan dibiarkan sj..bkn 1 ato 2 orang ..ratusan coy..sungguh aneh gk.ada yg patroli,2023-12-31T13:43:55Z
@wahyuharyadi8138,Dikembalikan tetapi kapalnya di hancurkan,2023-12-31T11:26:10Z
@wahyuharyadi8138,Kurang ajar,2023-12-31T11:25:26Z
@youtubegurit3558,andaikan bu susi masih jadi mentri tengelamkan saja,2023-12-31T11:06:47Z
@gegemingan5249,Usir jangan di kasih tempat ..,2023-12-31T11:01:04Z
@ImasKusmiyanti,Usir reflika Israel usir reflika Israel usir reflika Israel Rohingya reflika Israel usir usir✊✊✊👉👉👉🔥🔥🔥👺👺👺,2023-12-31T10:57:23Z
@KurniawanTea-ko6mg,Usir.. <br>Ham ham<br>Jangan peduli<br>Usman hamid itu<br>Pro israel<br>Dia mau menjajah negara Indonesia<br>Hati hati<br>Venezuela mau ambil hamil bumi nya<br>Sama inggris,2023-12-31T09:54:24Z
@suryaputeh3483,Lenyapkn ajj unhcr,2023-12-31T09:50:35Z
@sitiyayah3320,"Jelas Rohingya ,ngelunjak.itu pasti.dan nntinya minta tanah buat berteduh.Akhirnya ngejajah pribumi.segera USIR .Paksa USIR  demi kenyaman warga lokal",2023-12-31T09:34:11Z
@sriastutiendahwati7338,"Ya Allah ... sumgguh miris sekaligus sedih juga kalau liat ER ini tp ini infomya di koordinir sm orang2 yg ambil keuntungan sepihak, kasian juga warga aceh pasting pusing bingung dan SERBA SALAH 😭😭😭🤲🤲🤲🤲 semga cpt dpt SOLUSI terbaik 🤲🤲🤲",2023-12-31T09:11:07Z
@nanasutrisna1736,😂uuuusssssiiiiiiiirrrrrrrrrrr,2023-12-31T08:47:15Z
@ifayor,"Lebih sedap kalau diperbatasan ada tentara kita menunggu trus gertak aja pakek tembakan biar kabur. Soalnya kan belum ada persetujuan resmi, mereka bisa dikatakan penyeludupan diri ke negara orang.",2023-12-31T07:58:31Z
@DenisDen-l3j,usir saja  lah,2023-12-31T07:36:08Z
@noviafriani7132,Jangan dikasih makan biar mereka pergi.,2023-12-31T06:00:55Z
@HambaAllah-ix8gq,Kita mengingat kembali. Aceh tempat ulamak.  Rakyat Yg kuat.. Beragama... Musuh cuba nk masukan  cara yg ...mungkin kita x sehaluan...boleh rosak ahllak anak  muda kita ...awas,2023-12-31T04:13:19Z
@Suningsih-rz5nu,Usiiiir rohingnya<br>Mereka memang licik dan jahat,2023-12-31T04:12:34Z
@jogjajogja8747,dimana ketahanan bangsa kita kok pada masuk segitu bnyknjya,2023-12-31T03:48:52Z
@santiciamis2818,"Pemerintah pengecut, perlakukan seperti kalian memperlakukan warga rempang",2023-12-31T02:34:09Z
@lordxavier1823,"Usir saja. Tidak mahu keluar,bantai....",2023-12-31T02:19:42Z
@maryono6239,Usir mereka bukan warga indonesia,2023-12-31T00:28:25Z
@suyadimatnamin,Langsung suruh balik lagi jangan sampai mendarat sangat meresahkan,2023-12-30T18:27:23Z
@Aku-ut4ch,User penjajah rohinya jahat,2023-12-30T16:33:34Z
@robertojackson7642,"Loh, baru Rohingya udah gak sanggup. Palestina mau dateng nih. Bendera udah sah. Udah di Jakarta, dimana mana, di elu elukan, dibela bela, sampe demo dimana mana. Siapkan sambutan nya atau gimana nih. Licik gak usah di bahas. Siap membela, siap semua nya gak?",2023-12-30T15:00:40Z
@subhanallah3200,Sepandai&quot; tupai melompat ..pasti jatuh juga,2023-12-30T12:21:00Z
@yulianakarin9101,Cegat sambil bawa batu .<br>Kalau ngeyel ...maksa mau tetep ndarat....lempari dgn batu ! <br>Jengah dgn ulah mereka <br>Mau masuk ke negara orang g ad sopan nya ...terkesan kayak rampok !!!,2023-12-30T11:48:29Z
@Molidar-t9f,Polisi kelautan Aceh coba lebih waspada LG..dan sllu jga2 dilaut...jgn segampang itu mreka msok ke negara kita,2023-12-30T11:16:59Z
@JojoPangaribuan,Usir saja dari negara indonesia. Lebih baik ngurusin warga negara Indonesia sendiri dari pada warga asing!!!!,2023-12-30T08:39:30Z
@hamisah5069,"Pulangkan ,di tolong mala ngelunjak ,tidak berterima kasih,jadi beban negara dan nanti dpt membuat kericuhan ,di Aceh",2023-12-30T07:17:43Z
@nurulkartika1293,Tooollaaakkkk Rohingnyaa dari Aceeehhhh,2023-12-30T07:01:50Z
@TigerTiger-uk3tv,Imigran gelap,2023-12-30T06:14:06Z
@CecepTuryatno-e9v,Gak usah di urusin biyar kelaparan<br>Mati tinggal kubur tu rohing,2023-12-30T05:54:51Z
@sutriyonosoedjari406,Nggak usah maki..<br>Ini tanggung jawab pemerintah<br>Unhcr.,2023-12-30T05:34:16Z
@WayanBagia-h4f,"Ini penjajah model baru  , hati hati",2023-12-30T05:14:10Z
@Yorichi-Kun,"Knp ga di jadiin budak aja, kan mereka main masuk aja ke negara lain = ilegal",2023-12-30T04:26:59Z
@hmukhtaramalya2892,Keno sunami mewek,2023-12-30T04:01:38Z
@StayTobat123,Penerus israel ini mah,2023-12-30T03:55:38Z
@tripramudyawati-tz9ki,Itu ada oknum yg mengarahkan Pelakunya Tangkap saja,2023-12-30T03:35:43Z
@tripramudyawati-tz9ki,Pemerintah Harus Tegas dong,2023-12-30T03:31:40Z
@iwaniwan3426,Kemana aparlat kita..,2023-12-30T02:34:48Z
@MahmudBairul,Kembalikan se mua orang&quot; itu sebelum warga anarkis,2023-12-30T01:24:00Z
@surayamr1396,Sikat saja !!!trembelane...,2023-12-30T00:35:49Z
@SamsungA11-i1g,Usirrt,2023-12-29T18:10:17Z
@HeruBasuki-j4p,Lah  Polairut  kemana  ???,2023-12-29T17:57:19Z
@jhonywiratno6857,USIR SAJA ini,2023-12-29T17:05:29Z
@sasmitowibowo5976,Mossad diduga membiayai pengungsi Rohingya ke Aceh.,2023-12-29T16:28:01Z
@MangacepMangacep,Mianmmar aja ngusir  masa Indonesia nerima,2023-12-29T15:39:18Z
@mrprttriyanto7439,Asli ya orang banglades&quot;&quot;usir aja jgn biar kan msk tana air kita&quot;&quot;hrs d perktat dong lautan agar tak bisa msk&quot;muda skli wrga asing msk&quot;&quot;hrs d adakan patroli k lautan dong dan  siagakan patroli angkatan laut dan airud untk memperktat k lautan,2023-12-29T14:10:29Z
@aprigear6651,Lagi dan lagi,2023-12-29T14:02:58Z
@ab45channel,NKRI harga mati.usir balik Rohingnya ke negaranya.Rohingnya adalah cikal bakal zionisme.Rakyat bersatu,2023-12-29T13:47:43Z
@meniknuryana3874,Bikin masalah saja para pengungsi rohingya ini y...  ?!,2023-12-29T12:34:00Z
@HotParmin,usir aja,2023-12-29T11:41:45Z
@resgianprananda9893,Pemerintah harusnya segera berrtindak sebelum rakyat bertindak anarkis......kembalikan mereka,2023-12-29T11:16:10Z
@SupriYanto-mw7oc,"Sbnrny kasihan lihat mereka,,tp mliht mereka dg mudahny berkembang biak,,bkn tdk mngkin 20 thun lg mereka bisa mmnguasai aceh",2023-12-29T10:54:40Z
@mahnip4614,"TNI POLRI sudah tidak ada hingga rakyat sendiri yg jaga tepi pantai,usir bila perlu UNHCR usir sekalian😡",2023-12-29T10:06:24Z
@ahmadmulyadi5334,Ini ko pemda dan pemrintah  pusat sperti diam thp aspirasi oenolakan warga..hrsnya bntu masarakat dng patroli laut untuk bersandar d pantai,2023-12-29T08:56:27Z
@sriyani720,Datang terus kok gak kedeteksi oleh alat TNI AL kita...diterima di aceh selanjutnya minta pengakuan dan minta tanah..kembalikan mrk ke negara asal,2023-12-29T05:15:41Z
@HendraKirana-b3e,😂😂😂..lucunya ..Negri ini..,2023-12-29T01:07:51Z
@ValerieSyahila,"anjing Dateng lagi Dateng lagi.. bikin muak.. lama lama bikin emosi ta,i",2023-12-28T23:58:36Z
@iyhm899,gerombolan Rohingya datang ke Indonesia mau menjajah tanah air Indonesia terutama di Aceh mau niat jahat udah jelas2 imigran gelap pendatang gelap sebelum mendarat di pantai kapal lampu nya di matiin biar ga ke tauan masyarakat Aceh mau datang ke Indonesia mau jadi pengemis mau numpang makan minum tidur secara gratis udah di tolong di bantu gerombolan Rohingya tapi hati nya pada jahat balikin aja tuh ke Banglades itu bukan pengungsi yg mengatas namakan agama udah Sampe di Aceh ber bondong2  berbuat kriminal,2023-12-28T22:14:02Z
@BangMeic,Mau menjajah,2023-12-28T19:13:53Z
@cak_man2183,Masyarakat harus turun tangan,2023-12-28T18:47:29Z
@cak_man2183,Usir aja,2023-12-28T18:46:48Z
@apeklenchoy2883,Terbaek warga Aceh 👍,2023-12-28T17:01:14Z
@alihuda2440,Hutan banglades di habisi oleh rohingnya,2023-12-28T16:21:35Z
@aditkarim1425,"Kita harus waspada.. <br>Di periksa setiap mereka,pasti ada yg membawa barang satelit🙏🏻",2023-12-28T15:55:39Z
@bahagiasinaga3438,Usir semua jgn sampe ada 1 orang pun yg tinggal hayo mahasiswa segera bertindak semua,2023-12-28T13:32:24Z
@maruwahalrajaguk6032,Tolong diusir Semua Warga Rohingya dari tanah Aceh,2023-12-28T12:12:34Z
@adisahata9841,kok BOBROK kali keamanan laut waKanda.wajar klo banyak yg maling ikan wakanda.atau pesanan jokoei ?,2023-12-28T11:54:39Z
@ermansyahsp6767,Kok bisa ya kapal asing bisa masuk tanpa diketahui tentara yang menjaga kawasan laut indonesia?...<br>Lucunya lagi dengan alasan terdampar bisa membebaskan imigran ini dari pelanggaran hukum teritorial laut negara kita??????,2023-12-28T11:52:37Z
@HoiWoi-tn4rm,TNI kemana hingga bisa masuk ke Indonesia percuma di gaji kalo gini,2023-12-28T11:04:57Z
@HoiWoi-tn4rm,"Usir  org ini ndk pantas di Indonesia, GK prlu di kasi hani",2023-12-28T11:03:04Z
@stefaniefransisca6860,AYOOO MASYARAKATTT ACEHH....SMANGATTT....JAGA LAUTT KITAA...JAGA HALAMAN LAUTTT KITAAA....USIRRRR PENGUNGSI2 BERBULU DOMBAAA..!!! TIDAKK ADAAA ARTINYAAA KITAAA PUNYAA KEKUATANNN LAUUT...CUMA KITA KALIAN2LAH YG BISA MENJAGANYA....JANGAN SAMPE NKRI HANCURRR GARA2 MODUS PENGUNGSII..!!! USIRRR USIRRR USIRRR...!! MASYARAKAT MISKIN KITA JUGA MASIH BUTUHH MAKANN...DAN KEHIDUPAN...!!,2023-12-28T08:01:56Z
@syarbinsyah3143,"Rudal saja, para nelayan kita suruh berantas mereka",2023-12-28T07:25:27Z
@DewaLubukKandis,Usir,2023-12-28T07:24:48Z
@NantaNow,"Kenapa sekejam itu, itu umat Rasullluloh",2023-12-28T07:10:07Z
@memyarik,Datang udah licik bisabikin ruwetbangsa sendiri pulangkansaja keasalya negaraya,2023-12-28T07:02:05Z
@prabawakarno8021,Ini kalo ga salah sebagian ada Nenek moyang nya sudah duluan di Aceh dan di SumBar,2023-12-28T06:48:12Z
@wing-ew16,Usir saja saya lebih setuju...blajar dri Israel yg di tampung Palestine...mlh Israel menjajah....,2023-12-28T05:32:05Z
@rahmawatimartadiredja4291,Usir mereka secepatnya.,2023-12-28T03:31:04Z
@martlecterhbl,Org licik seperti itu udir dr aceh bumu indonesia klo gk mau pergi seret ceburkan ke laut biadab mereka,2023-12-28T02:45:18Z
@aizadanish7070,USIIIIR....!!!!!!!!!<br>USIIIIR....!!!!!!!!!<br>NO KOMPROMI..!!!!!<br>USIIIIR....!!!!!!!!!<br>USIIIIR....!!!!!!!!!,2023-12-28T02:19:59Z
@Listyariani,"Usiiirrrrrrr , jangan biarkan mereka beranak pinak dan menguasai negri ini",2023-12-28T02:12:26Z
@uwakarif7997,Usir,2023-12-28T00:29:58Z
@upersibuk4254,Andai kita yg mendarat di negara lain.apapkah kita akan diperlakukan dgn baik? Pihan UNHCR jgn sll menerima dong.... untuk merdek nenek moyang kita itu butuh perjuangan berat.,2023-12-28T00:22:35Z
@agustulus4795,Usiiiirrrrr,2023-12-27T23:14:01Z
@dhesyaditya6906,"USIRRRRRRRRRR AJA , KASIAN PENDUDUK ASLI NYA , LAMA KELAMAAN PASTI NGELUNJAK",2023-12-27T17:02:30Z
@sulasmiperbaungan1987,licik usir rohingya imigran gelap<br>banyaktaktik bubarkan unhcr di indonesia,2023-12-27T15:38:12Z
@arenadwiutami4620,"Usir....usir.....usir pengungsi rohingya karena nglunjak, kasihan rakyat Indonesia khususnya warga Aceh, tolong diperhatikan diperhatikan Warga lokal",2023-12-27T13:36:39Z
@tsaichenlily22,Di tolak tp di kasih tmpat dan di kasih makan,2023-12-27T12:15:22Z
@lulukluluk9816,Dimna pemerintah,2023-12-27T11:57:51Z
@Doktermukid84,Orang2 tidak berguna kenapa datang d indonesia g d urusin sama oemerintahnya d sana tengelamkan aj irng tudak tau diri,2023-12-27T09:56:56Z
@litahayarestuti8848,"Usir, jgn di ksh hati.",2023-12-27T08:57:50Z
@xiaominew5776,"Pol airut...mana...., tidur aja kerjaannya<br>Usir sajalah dari nkri...bikin rusuh aja ..",2023-12-27T08:14:21Z
@taufiqrohman2102,"Dimana AL utk jaga antai, biar TDK ada imigran gelap masuk NKRI",2023-12-27T07:39:12Z
@gangarsubekti88,Bangsatttt rohiynia,2023-12-27T07:30:42Z
@syakilabila1458,Gubernurnya tuh ga mau dengerin rakyatnya .ya KY gt jadinya itu pasti ad sesuatu lh ..mikir lh ..mulus GT mendaratnya ..,2023-12-27T03:59:15Z
@hutaurukd.v3383,"Usir mereka, mereka penjajah bukan pengungsi",2023-12-27T03:55:53Z
@sriwahyunisusanti7964,"Tugas TNI AL yg harus banyu waega aceh usir rongihya , selama ini tdk keliatan AL usir pwngungsi bermslh utu , mrk klo di gertka oaje senjata akan takut utk bersandar.<br>Apakah ada hubungan dgn si setan UNHCR ?.…. <br>Kmana jiwa prajurit AL sebagai  pelindung negara dan bangsa ???",2023-12-27T03:02:14Z
@m.taro78,tugas pemerintah,2023-12-27T00:59:28Z
@dendipras-jh3dv,USIR<br>USIR<br>USIR ROHINGYA.,2023-12-26T22:10:52Z
@laluangga2995,"Permainan pemerintah,kemana TNI Al patroli kok yg seperti itu bisa lolos 😅",2023-12-26T21:44:04Z
@ekoprasetiyo6526,"Masih jd misteri,kapal kayu tanpa navigasi tanpa layar,tp bisa akurat nentuin koordinat aceh 🤔",2023-12-26T19:26:09Z
@srisuparmi6231,Kita bersatu untuk usir Rohingya dari NKRI,2023-12-26T19:06:34Z
@Ferichannel95,Usir rohingya,2023-12-26T18:46:14Z
@ambarprastowo531,Usir paksa sama antek2nya yang ikut berperan mendatangkan rohingya kr aceh,2023-12-26T15:51:50Z
@ernapartini5314,DASAR ROHINGNYA GILA..BRENGSEK.. DH DITOLAK JUGA..GA TAU MALU,2023-12-26T14:02:23Z
@DimasFirdaus-fz9vr,Kalau di Malaysia itu disebut **PENDATANG HARAM &quot;&quot;,2023-12-26T13:53:10Z
@ritarita2604,Usir saja dari Prop.Aceh.atau di propensi lain.dari bumi indonesia dan dak usah dikasih pulau yg kosong.NKRI harga matiii.,2023-12-26T12:01:13Z
@juragansiagian8423,Yg suruh mreka dtg. Tuh para korupsi tuh,2023-12-26T11:56:09Z
@musffatihaal-kinno8009,Bangsa PENIPU.. Hidup mahu senang,2023-12-26T10:20:52Z
@dawnratuputeri,Wah &quot;Bahaya&quot; tak ada yang jaga bahgian laut. Kalau musuh yang masuk? Ini bukan yang pertama kali.,2023-12-26T08:27:51Z
@yasinpinayungan9826,"Mereka Rohingya  mau pindah ke Indonesia atau Aceh semua dari  negara ya bertahap sampai habis baru kita diusir ,serupa zeonis Israel laknat tambah gede urusan y tolak lagi kenegara ua",2023-12-26T07:13:42Z
@sutrisnosutrisno5861,Mengapa kita mengusir saudara muslim kita😢😢😢,2023-12-26T05:05:00Z
@rayagssetiawan4221,Usir penyusup imigran gelap Rohingya dari bumi NKRI,2023-12-26T04:40:15Z
@rojalihmahendrawijaya4101,Usiiiiirr...rakyat kita bantak yang gak punya tempat tinggal. Juga susah,2023-12-26T03:53:52Z
@ramuanrajaaceh895,"KAMI TOLAK KERAS ROHINGYA..APA2AN INI,MISI POLITIK.",2023-12-26T02:01:08Z
@subarryatmajaya3278,Usir balik..Indonesia harus bersatu,2023-12-25T20:19:06Z
@tejosugiri316,Usir Rohing/Bangladesh dari NKRI ( dulu tentara bayaran inggris),2023-12-25T17:28:14Z
@SabarIkhlas-n4s,GAK MAU BALIK BANTAI AJA,2023-12-25T17:09:17Z
@wawanzaenudin,Saya sarankan warga aceh bikin ketapel..mereka masuk plinteng ndasssee😅,2023-12-25T13:57:42Z
@naturalisasiindo773,Di rudal aja kan selesai,2023-12-25T13:10:27Z
@alwirohman9771,Tarik aj balik ke laut,2023-12-25T12:01:11Z
@sofyanafandi1701,Yang saya herankan yang jaga laut itu siapa kok pada tidur ya,2023-12-25T11:00:48Z
@nafiahah9963,Payah rohingya    kasian warga aceh ...dibikin repat    ulah rohingya,2023-12-25T10:30:12Z
@anjangita1865,jangan di terima ...usir trus ke tengah laut...,2023-12-25T09:23:44Z
@dudeepribadi9602,Usir juga UNHCR,2023-12-25T08:10:46Z
@dudeepribadi9602,Tolak usir mereka,2023-12-25T08:10:29Z
@strongpokoknya,diusir aja biar nanti tdk kayak palestina,2023-12-25T07:54:53Z
@intanmurniati8475,Usiiirrr bahaya klo dibiarkan,2023-12-25T06:19:02Z
@kurniadikurniadi-d3k,Gawat masalah baru kedepan bisa bisa ngeri Aceh,2023-12-25T05:43:46Z
@ibueva7272,Wahai para pegusa pemerintahan yg msh punya otk yg sht.tlglh usir org&quot; rohiya sebelum mereka meguasai negara kta ini.jgn kau di bodoh &quot; hi olh mereka....,2023-12-25T05:36:26Z
@ahlinahlin3738,Mengapa milih LAWEUNG  ngk terfikir...ini artinya ada yg arahkan dari darat...ngapa laweung karena Warga Laweung semua MIRIP ROHINGNYA....kalau berhasil mendarat maka ngk tau yg mana laweung yg mana rohingnya...,2023-12-25T04:50:07Z
@Andikachanel0101,Usir saja dari negara kita....,2023-12-25T04:15:07Z
@cssp-zf9ud,Usir terus biar balek ke negaranya,2023-12-25T02:18:47Z
@ccpchanel5416,Yang jadi pertanyaan kenapa tidak pernah tertangkap aparat yg terkait baik polair maupun TNI Al,2023-12-24T23:41:29Z
@ccpchanel5416,Yang jadi pertanyaan kenapa tidak pernah tertangkap aparat yg terkait baik polair maupun TNI Al,2023-12-24T23:40:38Z
@windiawati2672,"Bom aja tuh kpl , spt sushi dl",2023-12-24T23:04:13Z
@anangcreator2277,Imigran gelap,2023-12-24T21:38:12Z
@prispriswanto6667,sesama muslim bersedekah.,2023-12-24T20:02:49Z
@SriRahayu-dg9qs,JAGA NKRI USIR ROHINGYA,2023-12-24T17:54:07Z
@bundaherlin7212,"Cara datang nya sj sudah licik, apalagi kedepan nya.<br>Jelas2 komplotan rohingya anxaman bagi indonesia",2023-12-24T17:29:55Z
@kokommariah9438,Itu nahkodanya yng di tangkap suruh muter ulang kembali ke negaranya bawa penumpangnya kembali pak di Indonesia bikin penuh sampah2 itu,2023-12-24T17:04:59Z
@S.rmujimanMujiman,"Usir tanpa basa basi orang&quot; ini, mereka akan berdatangan terus karena adanya orang&quot; yg tak bertanggung jawab hanya mencari uang semata tak memikirkan akibatnya kedepan.<br>Tolak UNHCR ini tumpah darah kami, urusi dari sumber madalahnya di myanmar sana",2023-12-24T16:41:58Z
@selametrahayu9341,Penjajah,2023-12-24T15:55:11Z
@AjiKusuma-ow9ew,Pulangkan aja ke negara asal nyanmar,2023-12-24T15:46:20Z
@RiioJk789,𝙰𝚗𝚐𝚔𝚊𝚝𝚊𝚗 𝚕𝚊𝚞𝚝..????,2023-12-24T15:19:31Z
@abengdom95,Suruh balik lagi tuman,2023-12-24T15:11:35Z
@ggighh3007,Usir usir jangan di kasihan  orang orang pemalas,2023-12-24T12:09:50Z
@AnardiAurhelya,"MasyaAllah banyak bgtt imigran gelap yg masuk ke Aceh 😮😱😱<br>ga bisa di biarkan ini sih,, tolong komandan Angkatan Laut, Polisi air serta pemerintah daerah bantu amankan pesisir pantai khusus nya wilayah Aceh",2023-12-24T11:30:01Z
@YENNY-g7i,Ini penting ya Tni negara menjaga perairan laut..kok bisa kecolongannn... Hadeuhhhh😮😮,2023-12-24T11:05:51Z
@MisbahudinMisbahudin-j8j,Agar Rohinya jera usir dengan cara kekerasan.bila mereka diusir dgn cara baik - baik mereka meremehkan kita.,2023-12-24T10:50:44Z
@lekjuwardi2449,Jngn smpai di jajah dngn cara perlahan. Mrk hnya warga asing yg tdk jls.,2023-12-24T10:49:57Z
