Author,Comment,Published At
@whanshella2900,Cepat suruh blk orang pribumi aja masih terlantar mau nanpung org asing kosong,2023-12-10T07:15:58Z
@Sw-9,petugas perbatasan kerjanya tidur sama ngopi doang. kapal asing masuk aja gak tau. Bodohnya pengawas perbatasan kita cuma makan gaji buta dari rakyat😂,2023-12-10T07:10:45Z
@enisumieni9291,"Syukurlah kita sdh bida melihat,betapa BURUK /BIADABNYA SUKU. ROHINGYA.mereka tdk patut fikadihani  krn akhlak mereka jauh lebih buruk dri anjing ,hewan yg sangat TAHU BERSYUKUR/BERTERIMAKASIH KPD PENOLONGNYA.PADAHAL ANJING TDK Pernah SEKOLAH DAN TDK <a href=""http://beragama.tdk/"">BERAGAMA.tdk</a> ada kompromi USIR MEREKA.!!!!",2023-12-10T06:58:39Z
@bopincity2560,"maaf tugas olisi lautnya pada ngapain aja kerjanya,seharusnya kalo ada kapal asing harus sigap pa",2023-12-10T06:56:48Z
@yanchel190,"Rohingnya modal kapal bisa tembus ,, apalagi kalo di serang negara lain ,, mentri kelautan gk guna",2023-12-10T06:54:22Z
@ellydonbhakti5242,"Gubernur perintahkan pada bupati untuk mengusir Rohingya, bukan diserahkan pada bupati, tugas Gubernur kan melindungi rakyat. Jadi intruksi gubernur wajib untuk mengusir pengungsi Rohingya demi kedaulatan NKRI.",2023-12-10T06:53:43Z
@indral882,Padahal musilm tapi gk tau sopan santun dan aturan,2023-12-10T06:34:42Z
@singkawanghebat2523,"Koq malah di benci?😂 kan katanya saudara seiman ,apa lagi klo pengungsi palestina yg datang😂😂",2023-12-10T06:29:31Z
@devafebriyana4787,Pantas dimana saja mereka berada selalu diusir.,2023-12-10T06:29:25Z
@3gtvfamily758,Utk apa pusing melihat <b>PengungsiRohingnya</b> Sudah saatnya mereka dibantai ditempat. Mereka itu <b>Teroris</b> bukan <b>Pengungsi</b> <b>SaveNKRI</b> dan bantai <b>Rohingnya*. Mereka *PenjahatBerbahaya</b> Waspadalah...Waspadalah...Waspadalah...,2023-12-10T06:29:16Z
@tv.gejrot,Kalo gw jadi warga aceh akan gw kasih racun tu merka biar merka mampus.,2023-12-10T06:26:30Z
@lavienrose7709,Ko bisa kapal asing masuk gitu aja ke perairan Indo.,2023-12-10T06:25:09Z
@wahyudihidayat9768,"Dulu kaya berkoar bak pahlawan...sekarang ampun ampunan, padahal pemerintah menolak...😅😅😅 munafik orang orang aceh itu",2023-12-10T06:23:44Z
@mochammadmustofa7703,Kembalikan ke laut bos..,2023-12-10T06:22:12Z
@royfebrianpurba2401,Dlu dibela-belain,2023-12-10T06:18:42Z
@WinaWinana-i8p,Bersatu indonesiaku TOLAK dan USIR,2023-12-10T06:18:28Z
@Pasya_132,Usir aja bro udah di kasih tempat pengungsi malah ngampok Pulo,2023-12-10T06:18:04Z
@adyen321,Jangan di terima di seluru tanah indonesia....,2023-12-10T06:17:13Z
@wahyubuana923,Ngungsi di papua aja biar buat sasaran KKB,2023-12-10T06:16:03Z
@zaelanilani4725,"Usirlah warga kita aja udh bnyak yg tinggal di bawah kolong jembatan,kurang makan",2023-12-10T06:06:00Z
@Reivan94,Lagi kenapa kok ditampung sampai lama gitu sih,2023-12-10T06:05:01Z
@madesiluh722,Andai masih ada bu susi...di rudal kapal2 ilegal itu...,2023-12-10T06:04:05Z
@pecuk,di usir aja kalo,2023-12-10T06:03:02Z
@madesiluh722,Kirim kapal satu aja yg besar.....masukkan semua balikin ke negaranya...beres kan...pemerintah slow banget gerak nya<br>....,2023-12-10T06:02:07Z
@tukanglordsamarinda9655,Pulangkan aja bikin pusing,2023-12-10T05:59:52Z
@egikurniawan106,"Utamakan pribumi, pribumi juga banyak yg telantar",2023-12-10T05:56:51Z
@dadangnugraha1525,"Sudah dapat contoh dari kejadian sebelumnya, masih ajah diterima ,sekarang ya nikmatin ajah",2023-12-10T05:43:50Z
@BangEfendi_,gini konoha mau maju kedaulatan lautnya aja sangat sangat lengah dalam penjagaan perbatasan wkwkwkk,2023-12-10T05:40:38Z
@arikajah8360,Usir saja.,2023-12-10T05:40:24Z
@MasHadi-i9p,"Gak ada kata lain jangan kasih ruang kepada Rohingnya, Karena pengungsi yang bikin kotor dan resah, gak ada kata kain usir secepatnya di NKRI",2023-12-10T05:38:44Z
@orions6373,YANG JAGA PERBATASAN LAUT PADA KEMANA? MOLOR YA?,2023-12-10T05:37:20Z
@bilqis22official37,Gak ada larangan menolong sesama manusia tpi alangkah baik tolonglah kluarga dulu sebelum nolong orang lain apalagi yg di tolong nglunjak gak pake aturan trus berbohong,2023-12-10T05:35:33Z
@lensatawa,Kembalikan ke myanmar lg.,2023-12-10T05:33:47Z
@ModernBlue-ID,"kok bs tembus, angkatan laut kmn?",2023-12-10T05:32:43Z
@herimahesa6648,Tenggelamkan !!!,2023-12-10T05:17:10Z
@kanakamatiran,Layak dijadikan pembahasan oleh para Capres dan cawapres 2024 mendatang.,2023-12-10T05:15:03Z
@ayulianto9001,Pak kembalikan keAsalnya,2023-12-10T05:13:40Z
@budysmtt3583,"Usir aja,,,",2023-12-10T05:11:41Z
@AaRidzwanChannel,Lembek amat pemerintah .. Usir .. <br>Kasian sama warga/penduduk asli..,2023-12-10T05:11:23Z
@ayulianto9001,Dikembaliakan aja ke asalnya.,2023-12-10T05:10:50Z
@madangising,ni rohingya nenek moyangnya dari mana ya.   kok lari ke Indonesia.,2023-12-10T05:08:29Z
@rikkamaouru,Usir.,2023-12-10T05:07:07Z
@rockypratama8539,.israel jilid 2 ..,2023-12-10T05:04:44Z
@enawati9241,Mereka kan ada duit mau badok suruh bayar dulu jgn di kasi gratis,2023-12-10T04:45:04Z
@alkausar8786,buang kelaut buat umpan ikan2 dilaut.,2023-12-10T04:38:55Z
@suwarnisupriyatna4876,Jaga wilayah laut kita jangan sampai orang /kapal asing yg memasuki daerah pesisir pantai  indonesia,2023-12-10T04:37:56Z
@suwarnisupriyatna4876,Pemerintah pusat harus tegas dengan adanya pegungsi Rohingya yg menganggu ketenangan masyarakat aceh,2023-12-10T04:36:04Z
@Kurowo_sukolilo,"Masih ada jutaan rakyat asli indonesia yang tidur di kolong jembatan. Makan sisa&#39;&#39; makanan di tong sampah jarang ada yang bantu.  Ini malah pada sok jdi pahlawan bantu orang asing,",2023-12-10T04:30:45Z
@widiboxs8429,"Udahlah gk usah di nampung Rohingya,, kasihan warga Aceh hidupnya menjadi gk terganggu",2023-12-10T04:30:05Z
@share866,"Klo warga sipil banyak yang menolak, warga harus nya minta kapal untuk balikan ke asalnya, pikir pikir kelamaan tambah pusing jangan dibikin ribet sih bukan perang bukan keributan yang penting tidak ada yang terluka seperti perang di Palestina sih wajar sangat wajar ditolong pada luka, pengungsi ini tidak ada yang luka pada sehat balikin saja kok takut jadi musuh kan kondisi nya damai damai saja...",2023-12-10T04:23:48Z
@cahyantoaya2358,Bawak semua ke tanah jawa.biar menjadi pendukung PDIP kan lumayan 1000 suara,2023-12-10T04:22:57Z
@cahyantoaya2358,Usir saja Indonesia hrs tegas sprt Malaysia.,2023-12-10T04:20:13Z
@gamasemesta4911,Meresahkan,2023-12-10T04:17:27Z
@berendasadis9852,"Rasulullah saw. Bersabda, “Perumpamaan orang-orang mukmin dalam hal saling mencintai, menyayangi, dan mengasihi bagaikan satu tubuh. Apabila ada salah satu anggota tubuh yang sakit, maka seluruh tubuhnya akan ikut terjaga (tidak bisa tidur) dan panas (turut merasakan sakitnya).’ (HR. Bukhari dan Muslim).",2023-12-10T04:17:26Z
@meinovahaumahusyaranamual3690,Kemanusiaan g boleh pilih kasih. Palestina yg bukan ttangga qt aja d pedulikan. Lah mereka khn dari negara tetangga ya d perhatikan dong. Jangan cmn koar2 soal kemanusiaan aja. 😂😂,2023-12-10T04:16:50Z
@Umbar-rl4ln,"seharusnya mereka mengungsi ke India atau Bangladesh,,,krna sifat nya mirip India dan Bangladesh.....jgn biarkan Asia tenggara jadi new Asia selatan.",2023-12-10T04:12:32Z
@limestranged9845,"Lakukan apa yg di lakukan myanmar pada mereka.. gitu aja repot,",2023-12-10T04:10:35Z
@sundaflasher8226,"Pulangkan saja kenegara asalnya, pemerintah harus bertindak tegas",2023-12-10T04:07:24Z
@alisajidin9534,YANG SAYA HERAN DI MANA <br>ANGKATAN LAUT KITA SEHINGA DENGAN MUDAH MASUK KE TANAH AIR,2023-12-10T04:06:51Z
@abughozy1765,Kami rindu bu susi sebagai penguasa lautan NKRI.<br><br>satu kata TENGGELAMKAN...,2023-12-10T04:05:58Z
@Laksmichalvin,Usirrr,2023-12-10T04:02:57Z
@aryogmr97,"ngurusi rohingya saja selama ini , udah ngurusi palestina mulu, liat tu malaysia tegas, ada rohingya auto di usir",2023-12-10T04:01:57Z
@zhenfahreza9528,Usir rohingya dari indonesia agar trcipta indonesia damai dan aman,2023-12-10T04:01:20Z
@iwanroy8863,Kita tidak sadar negara kita ini mulai lagi di jajah sama para pengungsi ilegal. Kalau g di tindak pasti bakal timbul konflik.,2023-12-10T04:00:09Z
@rizalaja6340,Sedangkan d negara nya aja mereka gk d akui.warga negara myanmar,2023-12-10T03:59:55Z
@ahmadmunzaki4455,Usir udah bawa penyakit,2023-12-10T03:48:19Z
@zulfitraafif4032,Primitif,2023-12-10T03:45:18Z
@NiACh22,Pemerintah harus cepat memulangkan orang&quot;rohiniyah. Biar negara indo aman.,2023-12-10T03:44:34Z
@aziraramadhani5690,Kok bisa gini ya????,2023-12-10T03:42:21Z
@fadlun-x8h,ngelunjak 😂ntr lama2 berani dia mengusir pribumi disitu .tak taau diri rohingya,2023-12-10T03:40:33Z
@EddyIrwan,Buang rohingya itu ke laut jgn ada yg sisa bila perlu tengelamkan saja gak ada gunanya di kasihani,2023-12-10T03:40:31Z
@ibumasni5526,Hay pengsi rohingya kaliyan harus tahu diri kalau mau mengembara kekampung urang kalau kada tahu diri dan kada tahu terima kasih nanti kaliyan di usir sama warga Aceh,2023-12-10T03:39:09Z
@AnglingDharmo-xw2qj,Mending bubarkan saja UNHCR.jadi beban negara nggak ada guna,2023-12-10T03:37:18Z
@ibumasni5526,Hay warga Rohingya  kaliyan harus bersih dan jangan jorok kalau mau mengembara ke kampung urang,2023-12-10T03:36:55Z
@muntamah2388,Mohon pemerintah segera bertindak belum apa sudah ngelunjak apalagi nanti lama2 sangat meresahkan pulangkan usir rohingya,2023-12-10T03:35:46Z
@ombink2599,"Penduduk asli, beli tanah. Masa wnA minta gratis&#39;😅😅😅",2023-12-10T03:34:11Z
@ikaniwak8902,USIR,2023-12-10T03:32:19Z
@IBA184,"organisasi FPI &amp; PKS tanggung jawab atas semua ini,,,dulu yg demo menerima rohingnyok siapaa",2023-12-10T03:27:04Z
@Mrvollyr4,Tolak saja meresahkan kedepannya kasihan Indonesia kedepannya,2023-12-10T03:21:10Z
@cindymalinda9771,Mereka kabur bukan dari myanmar.. mereka jelas2 kabur dari banglades,2023-12-10T03:20:10Z
@SriSumarwati-gx7ts,Utamakan penduduk lokal,2023-12-10T03:20:05Z
@Motivaasidirii,"usir aja lah ngapain ditampung, klo kalian bilangnya kepedulian masih banyak orang orang indo  yang kekurangan kalian aja gak bantuu..",2023-12-10T03:19:02Z
@albadridho8024,"Pusing ,,,,,kapal ikan asing mudah ketangkep ,,, kapal pengungsi lolos terus booos,,,,,,",2023-12-10T03:14:47Z
@M.khairilaspia,Usir rohingya,2023-12-10T03:11:58Z
@denbejo3351,"Jika terus diterima dan ditampung diberikan tempat tinggal untuk mereka hidup di Indonesia, yah suatu saat TNI pasti bertindak seperti tentara myanmar, yaitu mengusir dan membantai mereka etnis rohingya",2023-12-10T03:11:11Z
@ekajayaauto7537,"Kalau nanti jumlahnya jutaan, semakin sulit lagi diusir. Bentrokan dg warga lokal tdk akan terhindarkan. <br><br>Masalahnya mereka bukan etnis/ bangsa beradab. <br><br>Nanti tunggu ada jatuh korban jiwa dulu kah baru mau ngusir mereka? Gak lama lagi bs jd kerusuhan besar itu..<br><br>Dan, sudah sangat terlambat saat itu benar2 terjadi.",2023-12-10T03:11:04Z
@MyDaillyLife,Pliisss usir aja mereka,2023-12-10T03:09:25Z
@bangsabil3756,"Katanya mau dijaga itu laut sama pulau terluar di Indonesia?? rakyat aceh sudah baik hati,ttp balasannya...",2023-12-10T03:09:04Z
@ronggolawe8230,"Segera kembalikan ke Asalnya, sebelum semua terlambat dan tambah runyam..",2023-12-10T03:08:55Z
@Brekele489,Pemerintah jangan diem aja hrus tegas sma orang-orang rohingnya suruh keluar dr indonesia,2023-12-10T03:03:04Z
@Brekele489,Pemerintah harus usir rohingnya,2023-12-10T03:01:18Z
@hayathhayath7745,kalau negara kita ingin aman harus di deportasi ke negaranya,2023-12-10T02:58:25Z
@jujulukman9080,Hati&quot; ngelunjak pertahankn tanah aceh indonesia,2023-12-10T02:57:57Z
@somadboneng3434,Sesama muslim saling menjajah😂hahahahha subahenolll 🤣🤣,2023-12-10T02:48:37Z
@somadboneng3434,Rohingya kan muslim 😂masa sesama muslim saling nolak😂hahhahhahahaha😂,2023-12-10T02:46:56Z
@ezrawalian87,Jorok luar biasa..berak basing basing di asal tempat..susah di kondisikan rohingya ini,2023-12-10T02:46:38Z
@somadboneng3434,Wahai Pengungsi Rohingya datang lah yang sebanyak banyaknya 😂🤭,2023-12-10T02:45:42Z
@ferrykagusnawan5172,Arahkan dan kasih peta...ke mereka menuju laut tanjung priok jakatar..laut  Pik 2 atau laut kepulau seribu...atau laut bali dan laut jawa lainnya..kasih mereka peta..biar mereka lansung ke pusat kota..,2023-12-10T02:44:41Z
@somadboneng3434,Katanya seiman 🤣 kok nolak  hahaha ternyata oh ternyata 😅😂,2023-12-10T02:42:35Z
@somadboneng3434,Rohingya itu ngak jauh beda ama muslim Palestina 😂,2023-12-10T02:41:40Z
@somadboneng3434,"Wahai Pengungsi Rohingya anggap lah Indonesia sebagai rumah kedua bagi kalian 😊<a href=""http://www.youtube.com/results?search_query=%23saverohingya"">#SAVEROHINGYA</a>😊",2023-12-10T02:36:36Z
@sullyjessica9905,"Kaum jorok dan tdk beradab...untuk itu usir Rohingya bubarkan UNHCR, bebaskan Aceh dan Sidoarjo dr PENJAJAH ROHINGYA",2023-12-10T02:34:50Z
@KharismaService-m1k,Ikut kata malasya.. Indonesia jgn terima rohingya.belajar dari malasya....👍👍betul kata awak malasya jgn terima rohingya,2023-12-10T02:33:47Z
@anakMbarep793,Saya setuju dengan warga Aceh ISTIMEWA,2023-12-10T02:32:38Z
@jokosiswanto5494,pulangkan aja gak usah diterima bikin gaduh ke warga yang ditempati,2023-12-10T02:32:37Z
@joelenon2877,Jorok bab sembarangan.....kasih nasi.  Kurang banyak..harusnya bersyukur,2023-12-10T02:31:22Z
@triwahyono7685,Usiiiiiirrr cepat,2023-12-10T02:30:48Z
@somadboneng3434,"<a href=""http://www.youtube.com/results?search_query=%23saverohingya"">#SAVEROHINGYA</a>😊",2023-12-10T02:30:36Z
@indonetizen8601,"Dulu sok-sokan nangis2 kasihan sama mereka, sekarang malah diusir. Ahhh...lucu gak konsisten😂.",2023-12-10T02:28:54Z
@somadboneng3434,"<a href=""http://www.youtube.com/results?search_query=%23saverohingya"">#SAVEROHINGYA</a>😊",2023-12-10T02:27:41Z
@adhebontot6842,"MASANG MUKA MELAS ,,TAPI HATINYA BUSUK...USIRRR DR TANAH ACEH",2023-12-10T02:17:22Z
@somadboneng3434,😂😂😂😂,2023-12-10T02:16:48Z
@mariadaud6113,Klw mereka bisa masuk begitu saja menandakan patroli laut bagian aceh itu tidak ada kapal TNI disana.<br>Kalau ada pastipun di suruh balik.,2023-12-10T02:10:35Z
@denbagusdenbagus9830,"Emng jorok , jgtdk ada adab emng sehrusnya di usir",2023-12-10T02:10:27Z
@wiryosentono2255,Saudara Aceh jngn mau klu buat tinggal rohing ya  klu bantu ya sekedarnya klu pengungsi mulai minta jatah tanah wilayah pekerjaan jatah lain itu songong,2023-12-10T02:09:23Z
@saddamhusein2550,Kayak binatang lu tohingya,2023-12-10T02:08:37Z
@saddamhusein2550,Buang Kelaut,2023-12-10T02:07:42Z
@anggrianikusumawati5292,"Inggris hrsnya yg bertanggung jawab, kan dulu bala bantuannya ekt menjajah, kok terus negara lain yg nampung. Inggris itu agama mayoritasnya apa? Rohingya tidak semua beragama Islam, ini  bukan mslh agama tapi lbh ke watak orang²nya.<br>Ditolong hrsnya nurut dan hrsnya ada pemecahan mslh, dmn dg hidup bebasnya mrk, kelahiran anak mrk tdk terkendali. Ajaran agama Islam mengutamakan ahlaq, sopan santun, bekerja keras, jaga kebersihan n tdk meninggalkan keturunan yg lemah (baik fisik maupun pendidikan)",2023-12-10T02:05:39Z
@mrxhakim,Usir,2023-12-10T01:59:00Z
@azzachannel88,Usir aja...<br>Masyarakat kita sja banyak yg kekurangan buat apa nampung   warga negara lain,2023-12-10T01:58:03Z
@mahulauwmahu6826,Buat pemerintah dan masyarakat aceh jangan berikan mereka makan biarkan mereka kelaparan,2023-12-10T01:52:25Z
@jonifrendi986,kan seiman ngk pa2 laa...cabul dll...,2023-12-10T01:48:37Z
@herisonutama7906,Usir pengungsi ilegal,2023-12-10T01:48:19Z
@radengaming0141,"Usir Lah ngapain orng kyk gini di sini, Lama² mengganggu saudara kita di Aceh. <br><br>Pulangkan ke negaranya , Mereka punya Pemimpin , mereka punya pejabat yg harus tanggung jawab.",2023-12-10T01:45:19Z
@hanyapenonton130,"Kalian para rohingya jgn mengotori negara kami,<br>Pemerintah cuma mikirin pencitraan bukan kemanusiaan, pemerintah itu gk mengerti tentang kemanusiaan buktinya rakyat sendiri di usir dari tanah nya sendiri seperti di rempang<br>Kalau pemerintah tdk mengisir nya maka rakyat yg akan mengurir nya, kalau mereka ngeyel terpaksa kami akam memakai kekerasan dan kalu perlu sekalian di bantai aja toh mereka masuk ke negara orang tanpa dokumen resmi",2023-12-10T01:42:38Z
@JuraganSewaan,Usir aja bang ngapain ditampung,2023-12-10T01:40:51Z
@Juwari-ut8ze,"Imigran gelap ,liar  dan ilegal tanpa identitas dan dikumen harus dipulangkan ini menggangu dan membahayakan keutuhan negara dan bangsa,negara harus tegas , kerena ini termasuk penjajahan tanpa senjata dan ribuan orang jumlahnya ,sanga membahayakan negara dan bangsa",2023-12-10T01:40:50Z
@iwankurniawan4511,MANUSIA BIKIN SUSAH NEGARA ORANG AJA,2023-12-10T01:39:46Z
@RizqullahSyandana,TETEP HARUS DI USIR DARI NKRI ..,2023-12-10T01:37:30Z
@altafunisachannel5653,Kembalikan saja ke warga negaranya saja...,2023-12-10T01:32:42Z
@kesayangan17ku37,Pulangkan saja ke negara asal,2023-12-10T01:32:11Z
@imamsupingi8979,Iya jangan sampai indonesia terlena .harus tegas .orang indonesia saja kalau ilegal di negara lain juga di usir kok bahkan ada juga yg di buang di laut di kejar,2023-12-10T01:26:02Z
@KhaerulUmam-j3i,Saya Islam saya kasian ke rohingnya tapi tolong buat warga Indonesia kembalikan mereka . Gak usah ke Indonesia.<br>Pantesan di bantai maymar.. krna sifatnya gak patut,2023-12-10T01:19:41Z
@KhaerulUmam-j3i,"kembalikan saja ke asalnya.. .. mending bantuannya buat warga Indonesia msh banyak yang miskin, tdk mampu,",2023-12-10T01:16:53Z
@jalanyoutube5131,"Pantes aja mereka di bantai di negerinya, kaum rusuh licik",2023-12-10T01:16:01Z
@jpriyoutomo5426,Presidennya lagi ngurusi kampanye 😂😂,2023-12-10T01:14:39Z
@AndrewStanley26,Kasi tampung aja mreka drumah wapres setuju gw..,2023-12-10T01:14:02Z
@jpriyoutomo5426,"Itu yg patroli di laut ga bekerja baik, GAJI BUTA MEMBIARKAN KAPAL ASING MASUK WILAYAH NEGARA !! TERLEBIH SAMPE MENDARAT",2023-12-10T01:12:40Z
@sarohmay8289,"Gara&quot; mati lampu 24 jam di apartemen Puspa agro, mereka merusak apartemen yg sudah menampung mrk selama lima tahun,,kok bisa dia datang ke Sidoarjo tanpa ada pemberitaan tahu&quot; sudah lima tahun dengan uang tunjangan 1.250 rb perbulan,dan mrk bilang Mash kurang",2023-12-10T01:12:07Z
@irfanwahyunugroho4683,Pak TNI AL pertahananmu gimana bisa ketrobos kapal reot....,2023-12-10T01:07:12Z
@riasustia1382,Kembalikan mereka ke negaranya. Biar tidak bertambah lagi orang yg mengungsi. Tolong dong pemerintah segera bertindak. Kasihan warga asli Indonesia.,2023-12-10T01:05:17Z
@irfanwahyunugroho4683,Ayolah masarakat ayo diusir...rakyat harus bergerak...ngusir rohhalus,2023-12-10T01:03:44Z
@romlibinrobi9207,Tukar sama pengungsi PLIRTINE  tampung di aceh saudara ku !!😂🤣saudara seukuwahhh,2023-12-10T00:55:27Z
@elokfarida6919,"memang tidak semua punya tabiat jelek,kasian mereka yg betul² muslim yg baik &amp; taat dirusak sama sebagian etnis yg punya tabiat jelek sehingga semua negara benci &amp; nolak mereka... kalian Rohingya yg tabiatnya jelek, kalian  harusnya bersyukur masih byk warga Indonesia sendiri kekurangan",2023-12-10T00:43:29Z
@SudarBolang,Kenapa sebelum kapal bersandar kok gak di cegat di tengah laut ya dan di Halau kalau sudah bersandar begini sudah turun di darat bakalan sulit untuk di kembalikan ke kapal,2023-12-10T00:38:16Z
@mabroury2330,Hahahaha........ JOROOOOK LUAAAAR BIASA 🤣🤣🤣,2023-12-10T00:31:48Z
@aditiahanugrolaksono,"Tag ig manusia ini <a href=""https://www.youtube.com/watch?v=C6NWx7UtTHA&amp;t=178"">2:58</a> , pengen silahturahmi. Begitu sulitnya cari kerja sampai merugikan masyarakat Indonesia",2023-12-10T00:18:16Z
@sopianhadi3958,Tolak rohingya,2023-12-10T00:18:09Z
@pmainvainglory9274,Wajahnya kayak orang oon makanya buang air besar sembarangan,2023-12-10T00:16:34Z
@FauziIrfan-iy7bl,"Kembalikan saja ke negara asalnya,yg ditakutkan nantinya qta mlh terjajah di negeri qta sendiri.",2023-12-10T00:15:01Z
@catur_irawan,😂😂😂😂😂😂😂,2023-12-10T00:11:10Z
@ZulkarnaenLkjr-s6m,"Harus menolak tegakan kedaulatan indonesia jaga oerbatasan laut dengan baik ,❤❤❤",2023-12-10T00:09:10Z
@yahyaicelectronic5809,"Jangan seperti Israel, Indonesia terlalu baik",2023-12-10T00:04:00Z
@luluspujiyanto,"Tolak meraka, bahkan sampai di tampung di pulau kosong",2023-12-09T23:53:39Z
@amandaamey6370,kembalikan,2023-12-09T23:50:51Z
@damaanzasmara6566,Mending dibunuh aja beban negara,2023-12-09T23:47:45Z
@nanjuah,Hee...sok2 bela warga negara lain. Negara sndiri saja gk terurus. Kekurangan orang miskinkah INDONESI? SEKALIAN PRES N MENLU BAWA WARGA GAZA😅😅😅😅,2023-12-09T23:47:14Z
@anglarstanggul4544,Cepat pulangkan sebelum terlambat,2023-12-09T23:46:45Z
@AbiTado,Apa,2023-12-09T23:23:08Z
@famlyrebel3364,"Dah kumpulin warga Rohingya di suatu titik lalu jatuhin Bom aja , dari pada bikin ketawa onar",2023-12-09T23:20:53Z
@poernomo9891,"Sudah.....usir saja dan Indonesia jangan pernah mau menerima kedatangan pengungsi rohingya,d manapun itu,usir dan tutup pintu untuk Rohingya karena sudah terlihat dan terbukti mereka tidaklah baik......usir dan Giring mereka keluar dari wilayah  NKRI baik darat maupun laut.....dan jaga baik² daerah masing² untuk tidak ada Rohingya yg masuk ......geram saya melihat dan mendengar berita soal Rohingya ...",2023-12-09T23:09:37Z
@adelizsilviaci2637,Usir rohingya,2023-12-09T23:01:33Z
@mael3625,"USIR. <br>mereka etnis tak bermoral,",2023-12-09T22:56:40Z
@Akudia-mx9js,Itu yg jadi pertanyaan.... Ko bisa masuk orng asing di oerairan indoneisa... Bukanya pebjagaan tidak seketa yg di publikasikan....semoga presiden terpilihbnanti bisa menjaga batas laut indonsia yg lebih epektip dan siap untuk berpatroli sepanjang batas perairan indonesia....,2023-12-09T22:39:14Z
@fatihulchoeircangaan4913,Negara berdaulat tapi rohingy bebas3maasuk,2023-12-09T22:37:02Z
@srilestari3638,"Indonesia akan pilpres,lbh baik konsentrasi ke pilpres sj.Masyarakat Indonesia msih bnyk yg perlu dibantu",2023-12-09T22:36:57Z
@peternakpemula9578,"Usir...😮😮makan enak.d tampung d tempat nyaman.makan 3xsehari.mending menampung warga pribumi,banyak yg terlantar..😮",2023-12-09T22:36:09Z
@Adi-shter1922,Di usir aja dari pada mnjadi penjajah,2023-12-09T22:34:38Z
@MamatRasmawi,"Klo memang Indonesia niat menolong kita byk pulau pulau,taroh d pulau yg subur,minta dana sama UNHCR untuk buat perumahan",2023-12-09T22:21:27Z
@hasmarsiregar3153,pulangkan mereka.gk tau terimakasih,2023-12-09T22:14:11Z
@emmaulana958,Usir naekin lagi ke kapal beban,2023-12-09T22:13:19Z
@ivensius,Usir saja mereka yg tidak tau terima kasih tu,2023-12-09T22:11:25Z
@allessyaaurora9875,"Klo mau lakukan kemanusiaan, Pribumi sendiri yg mesti di perhatiin. Fakir miskin, anak2 terlantar, pengemis itu . Kasih tempat yg layak, jngn pengungsi rohingya yg di perhatiin,udah di tampung ngelunjak",2023-12-09T22:10:38Z
@ajiheni2640,Muslim itu pantang menyerah !! Tolol tu pengungsi,2023-12-09T22:10:26Z
@ajiheni2640,Usirr,2023-12-09T22:09:47Z
@ramaramani340,Pulangkan mereka semua... Ini negara berdaulat ini negara NKRI. pulangkan mereka semua . Mereka bukan pengungsi mereka bukan mencari perlindungan . Tp mereka mencari tanah... Pulangkan mereka dengan paksa sebelum menyesal. Karna mereka masuk ke negri ini juga denga memaksa..,2023-12-09T21:59:19Z
@ashbulyami3449,Usir,2023-12-09T21:03:20Z
@bapaksuhadi2643,Pemerintah Indonesia harus tegas terhadap pengungsi Rohingya di Aceh. Pengungsi Rohingya segera di kembalikan ke negaranya.,2023-12-09T20:42:34Z
@shin499,Mending melihara anjing,2023-12-09T20:41:42Z
@awallsatriachanel8018,Usir.balikin ke asalnya udah cukup nolongnya .kesian sodara kita di Aceh jangan sampe nambah masalah nkri,2023-12-09T20:35:40Z
@ramaramani340,Pulangkan mereka semua sebelum menjadi gumerang..,2023-12-09T20:21:58Z
@signal_errror,Bikin geram di ajh,2023-12-09T20:18:34Z
@addinndokir2784,"Saya beropini bahwa pengungsi rohinya yang baru baru ini datang ke Indonesia, itu ada campur tangan agen internasional untuk memperkeruh keadaan politik dan situasi nasional yang ada saat ini karena momentumnya pas.. Pertama indonesia lagi gencarnya pembangunan hilirisasi dll yang ngak pro barat, kedua berai pasang badan buat dukung palestina ketiga di Indonesia lagi suasana pergantian kepemimpinan/mau pemilu.. Jadi wajar dong banyak kejadian yang ada unsur internasional.. Soalnya pas banget momentumnya buat mecah belah bangsa kita lewat isu strategis 😅",2023-12-09T20:17:52Z
@rikhaituljannah1516,UNHCR harus mengembalikannya. Harus bertanggung jawab.,2023-12-09T20:10:59Z
@rikhaituljannah1516,"Kembalikan semua, rakyat menolak rohing.. jangan dikasih makan, kita hidup cari kerja, cari makan. Itu enak2an minta makan. Kembalikan rohing keasalanya Indonesia jangan sampai dijajah oleh orang ini. Orang ini membahayakan rakyat Indonesia.",2023-12-09T20:08:24Z
@nsoled,"Ayo warga aceh, bergerak sendiri karena menunggu keputusan pemerintah hanya buang-buang waktu.",2023-12-09T20:07:23Z
@mikehu5099,Usir dari tanah air indonesia🇮🇩,2023-12-09T19:52:46Z
@hello_tomorrow1989,Menjijikan sekali ya umat islam indonesia?<br>Kemarin neriak ngecam biksu myanmar bantai rohingya sampai ada tagar save saudara seiman <br>Na skrng saudara seiman minta perlindungan malah ditolak🤢🤮🤮,2023-12-09T19:37:50Z
