Author,Comment,Published At
@SobirinSaban,Deportasi Rohingya ke negaranya.Hayo Prabowo bertindak.,2024-06-07T04:48:05Z
@wisnusaputra344,Jangan bilang a/n kemanusiaan coba pikir org2 Myanmar Palestina Malasya gak mau menampung mereka apakah karena mereka gak pny rasa kemanusiaan gak ada alasan apapun yg mengharuskan kita menampung mereka jd stop yg akan dtg kesini dan usiiiiirrr mereka yg ada disini ingaaaaat para pejuang kemerdekaan merebut kemerdekaan dgn bertaruh nyawa itu utk anak dan cucunya bukan utk Rohingya,2024-06-03T05:41:31Z
@SutilahTardi,Jelas ...ath org mereka g tw diri ..n tdk berterima kasih ..n jorooookkkk nya g ktulungan  dsar muka kriminal ..,2024-05-27T07:17:30Z
@UripTarno,Tolak usir jangan di bikin tontonan saja.,2024-05-14T05:23:08Z
@nizarmuhaimin,"Pulangkan aj,saya di Malaysia jg dipulangkan tanpa ampun kok😂",2024-05-10T01:31:11Z
@sriharyani5756,Jabang bayik anak rohibgya .mata ny melotot ..menjijik kan .hitam.dekil jorok .,2024-04-24T08:16:26Z
@MedianTarigan,"ANDIL PEMERINTAH  PUSAT HARUS ADA BERIKAN DUKUNGAN KE PEM.DAERAH... ITULAH KITA INI INDONESIA, SUPAYA PUSAT BENAR2 BERIKAN ATENSINYA KE DAERAH UTK BERSIHKAN SAMPAH2 INGGRIS INI KELUAR DARI INDONESIA,...",2024-04-23T17:28:21Z
@parsiyah1878,Nambah nambah masalah,2024-04-22T07:19:27Z
@Sukana1965,"Dulu ngebela rohing, sesama muslim sekarang minta diusir 😅😅😅😅",2024-04-15T14:29:34Z
@haryadih899,jgn sampai menyebar ke profinsi lain imigrant jorok ga tau diri masih aja di alem,2024-04-15T03:27:06Z
@uunaja2278,Mungkin udah biasa berak di mana sajah,2024-04-12T09:42:41Z
@Grasofero45,usir sj jgn mw jd pembantu orng yg gk ad terima kasihnya msh byk saudara kt sendiri yg memerlukan uluran tangan kt klw memang pemerintah bersih keras mw menapung suruh bawa ke kantor pemerintahanya...,2024-04-12T04:48:52Z
@banyumili3855,"Lah kalau cabul memang seperti itu sifatnya ,,,mirip monyet,,,",2024-04-05T00:32:29Z
@MbahJambronk,"Utamakan masyarakat indonesia,usir tu pengungsi yang katanya terdampar tapi bisa satu arah terdamparnya,dah ada contohnya negara negara tetangga jadi kerepotan gara rohingya ini",2024-04-02T14:14:31Z
@ditaaisyaa,kbalikan lagi le asalnya myanmar...,2024-04-01T15:51:38Z
@mhdjamin2270,😢kasihan org palestina dari pada rohing nya .palestina rela mati dari pada mengungsi dinegara lain si rohing bikin hama,2024-04-01T05:26:30Z
@Hi_.Natsukii,Ok cukup<br>3 kata saja<br>USIR WARGA ROHINGNYA!!,2024-03-31T04:10:18Z
@HambaAllah-ky6kx,dimana penjaga tapal perbatasan?? kok bisa ada ribuan suku asing masuk ke negara ini,2024-03-31T03:31:18Z
@niartiupi8872,Satu hal yg mengherankan dimana kapal patroli TNI AL disaat gelombang pengungsi Rohingya ini datang,2024-03-31T02:45:52Z
@IronMonkeyss,gausah evakuasi kalo udh kurang ajar. eksekusi aja. suruh perang ke papua,2024-03-26T16:29:58Z
@fireman1489,waduh sifat mreka kyk prindavan gk punya adab,2024-03-26T10:07:34Z
@SuatmadjiFxsuatmadji,Aku Setuju Dan Respek Banget Rakyat Aceh Bisa Menyelesaikan Dan Menghancurkan Rohingya<br>Karena Mereka Merasa <br>Dan Yang Menanggung Kesengsaraan Dan <br>Tidak Aman Nyaman<br>Dengan Didaratan Aceh<br>Tinggal Manusia Manusia<br>Yang Sengaja<br>Diusir Dan Dijadikan Umpan Oleh Pemerintah Miyanmar<br>Menjadi Manusia Biadap <br>Dan Kasar Untuk<br>Untuk Mengganggu Dan Merongrong<br>Indonesia,2024-03-25T11:27:42Z
@SuatmadjiFxsuatmadji,Jangan Posing Kelakuan  <br>Trik Dan  Kebiadaban Rohingya<br>Tetapi Bikin Dan Hancurkan Rohingya<br> Dari Pada Rakyat Aceh Indonesia<br> Hancur Dan Sengsara Oleh<br> Manusia Miyanmar Rohingya,2024-03-25T11:20:40Z
@DarwisMbo-kv3tc,"Mereka yg sangat menderita hidupnya didunia ini, bisa jadi merekalah orang yg paling berbahagia diakhirat nanti.",2024-03-25T05:22:09Z
@DedeAif-f1u,Untuk pemerintah tolong warga rohingya di usir dari negara ini..,2024-03-24T21:21:56Z
@IisNurmaganti,Biar aja ada dipantai jangan dikasih makan dan pasilitas lainya biar saja diurus oleh yang pro rohingya mereka kan sebangsa sama yang pro nanti  kalau diusir sekalian ama yang membelanys,2024-03-23T23:16:26Z
@elinurlina4061,Kembalikan segera pendatang gelap Rohingya ke coh,2024-03-23T05:03:04Z
@kapal-p8o,MAMPUSSS. MAKAN TUH SAUDARA SAUDARA.,2024-03-22T21:05:06Z
@karsiyemkarsiyem4301,Emang mereka tu siapa. Datang mo enaknya aja. Tolak,2024-03-22T05:13:34Z
@karsiyemkarsiyem4301,Ni datang mo menjajah makin mlludak. Usir mereka atas nm kemanusiaan mulu. Lama lama mereka ga ada kemanusiaannya. Tolak semua.,2024-03-22T05:11:34Z
@cutlaili7640,"Kami menolak keras terhdp imigran gelap rohingya, kembalikan mrk ke camp bangladesh. dan tutup unhcr, mrk dalang penjualan org.",2024-03-19T09:53:05Z
@KAMALUDDINUDDIN-lb8de,"Rohingya sudah lama di Aceh dan kita harus berupaya agar Rohingya bersih di Aceh karena itu bisa merusak dan nengagu ketertiban ,apalagi semakin banyak pemerintah harus cepat ber tindak agar Aceh lebih aman.kasihan rakyat Aceh . usir aja jika pemerintah tidak mau secara paksa.karena mereka udah mulai melawan warga.<br>.",2024-03-18T11:51:08Z
@KAMALUDDINUDDIN-lb8de,meresah kan Aceh Rohingya harus segera pergi.,2024-03-18T11:43:40Z
@busupi5841,"Udahlah di usir ,,, aja dari Nengeri kita ini nanti akan menimbulka prahara yang besar dia mau enak,enak mau sesuka hati  gak maunya bersenang ,senag ,makan enak banyak udah usir  gak usah segan,segan merepatkan ,menyusahkan  mau merdeka di Indonesia",2024-03-18T11:38:56Z
@manusiamisterius1111,Gunanya Rohingya apa sih?😠,2024-03-18T06:31:21Z
@candradewi8785,Mending buat membantu warga Indonesia yg kena musibah<br>Pulangkan mereka ke negaranya,2024-03-17T08:01:08Z
@thiobuekie7563,Rohingya prindapan banglades😅😅😅,2024-03-16T10:21:29Z
@shaifulnizam1952,Cuba di sruh baca fatihah dan mngucap... Islam ke mreka?,2024-03-15T11:19:00Z
@endangendang8257,"Harus di usir dari ngr kita ngk usa ditampung sementara karena sementara sampei 30 thn ,mantap tolak pak setuju",2024-03-13T22:02:27Z
@Suzuki4tak4tak,Ya allah kasianilh mereka berikanlh tempat terbaik buat mereka karna mereka adalh manusia kita sesama manusia hrs berbuat baik karba dunia ini bin milik kuta,2024-03-12T04:34:12Z
@HeriSomantri-r2n,Usir pak,2024-03-11T18:54:46Z
@RasinahRasinah-v8z,Emang org org kotor udah tau org hardolin suka bikin anak banyak suruh pulang bangladesh,2024-03-11T03:56:58Z
@farhanhannn-kk3fr,Bakar idup idup ajaa,2024-03-10T11:30:43Z
@jokosupriyanto3930,"Menurut sy mereka hanya mengatas namakan agama, krna dunia tw islam menolong sodara seiman, klo mereka islam ga mungkin berak sembarangan, apalg perilaku cabul. Ini logika mereka kn ngungsih krna masalah di negaranya terombang ambing ga diterima dimana2 (masalah berat), mereka dlm kondisi berpikir kritis nih bgmn caranya punya tmpat teduh utk melanjutkan hidup dgn layak kok sempat cabul, hadeh... Sy pribadi ga bs prcaya mereka.",2024-03-09T20:16:59Z
@agusbintar6981,Usir sajah,2024-03-09T19:12:26Z
@CintaLestari-f8r,Prabowo kalah di aceh.😂kalian bakalan susah kedepan😂😂😂,2024-03-08T13:56:07Z
@KawiindahWidia,"Di jajah secara halus,UNHCR antek negara yg ingin Indonesia ancur.",2024-03-06T09:57:09Z
@rajagilas8943,Usir,2024-03-02T04:03:37Z
@covermusicday,"Umat islam memeng slalu di pojok kan .. <br>Rongingan ,uhyugur , palestina dan umat islam di seluruh dunia slalu di pojok kan .. 😢",2024-03-01T04:58:11Z
@NurYati-rt2qz,Jangan jadi penghiyanat negara..apapun alasanya yohingya keluwar kan dari indonesia,2024-02-25T01:52:27Z
@SugiantoSugianto-j3l,"Makanya pemerintah  asalnya..ga sanggup lg  mengatur rakyat model bgini..jdi mawu di kirim kluar sbnyk <a href=""http://mungkin.ke/"">mungkin.ke</a> negara ttangga..lwt UNhCR..dan agen 2 gelap..",2024-02-23T22:22:59Z
@sagiman5095,Brensek emang,2024-02-23T04:16:26Z
@sriharyani5756,Hai prempuan UNHCR ..usirrr dr NKRI ...sekalian kluarga nya ..!!,2024-02-21T17:43:25Z
@SandyMccLane-vz6jr,Udh usir aja mereka dari indonesia ngapain juga diterima,2024-02-21T11:36:05Z
@Manly2003,"Isi bensin kapalnya, kadi makanan dikapalnya, seret lagi kapalnya ke lautan",2024-02-19T17:31:25Z
@fitryyusub107,"🌟🌟 <a href=""https://www.youtube.com/watch?v=C6NWx7UtTHA&amp;t=10"">0:10</a>",2024-02-19T01:30:28Z
@NurHayati-to7gp,"Itu dengan secara tidak langsung Ingin menjajah Indonesia,,,dikit dikit lama kelamaan makin banyak seperti jepang dan Belanda yg dahulu menjajah Indonesia",2024-02-17T18:15:21Z
@Araicc1jz,Di gas,2024-02-17T17:10:49Z
@BegundalClans-jl7og,Muak Rohingnya terus.usir saja toh mereka imigran grlap,2024-02-17T10:54:48Z
@SutilahTardi,Jangan d urusi byarkan ajh <br>Byar dia piasa ....enak ajh ..pengen mkn tdur gratis d negara  org,2024-02-16T20:50:51Z
@SutilahTardi,Bner lha d usir ajh ...suruh enyah dri NKRI....joroooook,2024-02-16T20:48:07Z
@SutilahTardi,Kurang ber adab.jorook nya g.ktulungan ..beol d sembarang tempat,2024-02-16T20:46:46Z
@SutilahTardi,Jorokkkk,2024-02-16T20:45:04Z
@sriharyani5756,Baju biru UNCHR ..usirrr ..usirrr ..itu biang kerok ..buat masalah ..usirrrr baju biru UNHCR .....usirrr ...!!!!,2024-02-13T15:39:38Z
@bedjobedji2394,"Rohingya memang harus dikembalikan ke asalnya dengan cara apapun karna gak ada manfaatnya ,tapi sangat disayangkan pemerintah lembek gak punya nyali untuk nekan UNHCR....",2024-02-13T13:18:21Z
@Nambrisabu,usir pulang mereka,2024-02-13T06:02:50Z
@kasmurigaul7856,buang aj lg ke laut rohim,2024-02-10T18:58:53Z
@masbihin-yy9vi,Diracun aj semuanya,2024-02-10T15:42:02Z
@enirochaeni3272,Pulangkan ke BHASAN CHAR IMIGRAN ILEGAL,2024-02-10T03:02:28Z
@NiniElvita,"Klu org yg beriman itu ga jorok. Mereka sdh biasa hidup bebas, liat aja anak2nya ga bisa ngurus, malah mereka rajin bikin anak. Menjijikan liat muka UNHCR. Muka pengianatnya keliatan. Saya itu tdk pernah setuju rohingya ini ada di aceh maupun seluruh indonesia. Semoga Asean cepat2 mengembalikan mereka2 ini ke miyanmar.",2024-02-06T11:12:27Z
@marankanna9163,Negara islam kamu Indonesia perlu tolong saudara mu😅<br>Bukankah nabi kata harus tolong sesaudara islam?,2024-02-04T08:37:56Z
@holimahholimah7422,Aneh nya pemerinta diam saja. Tidak tegas. Baik di pusat mau pon daerah lama2. Bentuk pengunsi sama orang Indonesia. Seperti di Malaysia. Lama2. Banyak tuntutan pengungsi.,2024-02-04T08:34:14Z
@holimahholimah7422,Sama di Malaysia bung hajar di mana,2024-02-04T08:29:08Z
@temisahira8602,"Gak usah peduli kan itu etnis rohingnya,urusi aja kerja masing masing, etnis rohingnya itu sungguh membuat rakyat warga Aceh jadi kacau, sedang kan warga Aceh tidak ada gaji bulan,coba gi mana mau cari mkn untuk keluarga,usir paksa etnis rohingnya",2024-02-04T03:48:10Z
@paulusjakim7056,Kurang nya ketegasan pemerintah rohingyang semakin nglunjak,2024-02-03T10:32:56Z
@sumiatialfatimah4452,Kok nek bilang penak zamanku dari pada zamanmi kooo sakit hati yooo lebih baik aceh mrngusir dan mulangkan roh roh ilegal itu demi nkri dan menghormati pejuang aceh cut yadin dan ulamak yg hugur demi srambi mekah tercinta,2024-02-01T04:28:27Z
@sumiatialfatimah4452,Bu pati boleh kalo rakyat tdk boleh yooo menang. Rakyat krn ribuan mengangu,2024-02-01T04:26:12Z
@sumiatialfatimah4452,Setu7 pak kasihan anak cucu aceh fi kasih tamu tak ijin itu bhy 10 th ke depan ribuan unhcr tutup saja,2024-02-01T04:24:42Z
@amelputri9598,Ak sdh lama tau perangai aceh.diya krass kepala.ngk bisa ikuti aturan.di malsiya bnyk yg kek gt,2024-01-31T23:16:28Z
@heriprw7700,kok enak ja mau tinggal di indonesia...wajah2 saja sudah menjengkelkan,2024-01-31T17:03:04Z
@Kartini-eh7sr,Betul pemerintah daerah hrs menolsk  jgn diksh fasilitas nabti akan krasan,2024-01-31T06:23:19Z
@erss4211,Indonesia waras..ga bisa sama yg ga waras..buang sembako ..gaxwaras..lg susah ungsi ..joged...,2024-01-31T05:50:48Z
@erss4211,Mestinya Rohing di kontrakan catering yg elite..di apartemen..krn Rohing turunan orang elite..gmpang tinggal galang dana... buat mereka..smoga Ungsi Rohing dpt jalan terbaik ditempat lain,2024-01-31T05:43:51Z
@langlangbuana2018,"Tolakkk,,kembalikan<br>Kalau emang islam berjuang di negaranya sana",2024-01-31T02:04:42Z
@choiriyah5553,"Bukan pengungsi,tpi imigran gelap,pendatang gelap yg biki riweuh,,,,,wajar,harus jlo mereka segera dipulangkan ke asal",2024-01-27T23:11:50Z
@asusrog4384,"mkanya blikin mrka smua ke banglades, jangn biarkn mrk mntap diindonesia . Enk sje pndtng glap nglunjak, mkn dn tmp tinggl Gratis. Lbhbaik bntu rakyt sndri, msh bnyk yg miskin .",2024-01-27T11:15:49Z
@Ari-87,"Sabarlah wahai muslim aceh, kasian mereka.. sukurnya bukan kita yg mengunsi dan mengemis bantuan seperti mereka.. jika kita yg mengalami seperti itu maka akan terasa piluhnya kehudupan..😢😢😢",2024-01-26T18:50:47Z
@axl9182,ANJAY MALAH MEREKA TAMPUNG😂😂😂,2024-01-25T20:11:19Z
@yohanayomaki4718,Bisa yah tidak ada penjagaan laut kapal ikan bisa tangkap baru kapal masuk di biarkan TDK ada penjagaan  pengairan ada apa permainan ini  sampai mereka  bisa masuk. Bahaya ini Indonesia bisa bahaya,2024-01-23T11:13:29Z
@kupakupaTarakan,Semakin lama di Indonesia semakin meresahkan skli sikapnya warga Rohingya ini menjekelkan sekali,2024-01-22T19:58:22Z
@rahmayaniharahap2943,Rohing ya otaknya kotor,2024-01-21T15:09:15Z
@harisasongko9932,"Buat pemerintah, yg penting ngomong aja. Yg lain2 ntar dulu. Bukannya membela rakyatnya yg mulai gelisah malah ngumbar narasi.",2024-01-21T00:28:17Z
@watiminmin8217,Serambi Mekah jd kotor,2024-01-20T17:12:23Z
@saniyulianti7285,Iya mending usir aja,2024-01-20T05:06:35Z
@lilyaudrey67,Jorok 🤢🤢🤢🤢🤢🤢🤮🤮🤮🤮🤮,2024-01-18T15:11:37Z
@pranatanst6207,Warga aceh kok bingung&quot; bentuk aja lagi GAM abisnya mereka semua ntar.,2024-01-18T12:36:37Z
@egaputra9530,"Suruh balik ke negaranya aja,bikin rusuh bikin susah,",2024-01-13T03:03:21Z
@DenyBastian-ny5qf,"Pandai sekali penjajajah rohingia bangla ni,.sebelum berangkat ke indonesia mereka dengan sengaja beranak pinak dulu yang sebanyak2nya dan sesudah itu barulah masuk ke indonesia bawa anak2 kecil mereka dan intinya mereka yang dewasanya berlindung dari anak2 mereka dan berlindung mengatas namakan agama,.ini mereka penjajah rohingia bangla kejahatan terorganisir namanya,.indonesia harus lebih pintar dari mereka jangan mau di kelabuin apa lagi dibodohin sama mereka yang ortodoks",2024-01-13T02:47:11Z
@SriHartati107,"Apalagi jumlahnya begitu banyak pengangguran semua minta dikasihani terlalu banyak tingkah . Tolak saja Imigran gelap Rohingiya .jadi beban negara kita . Kalau kedatangan turis asing dengan dokumen resmi dan mereka tidak merepotkan . Mereka cari hotel sendiri , cari makan sendiri tidak merepotkan orang lain . Imigran gelap tanpa dokumen resmi , minta jatah makan , jumlah berkapal kapal , sangat nerepotkan   warga sekitar . Itu semua bukan pengungsi tapi imigran gelap . Datang tidak minta ijin masuk secara psksa dalam jumlah tak terhingga meresahkan warga di sekitarnya . Kembalikan ke Tempat asal coxs Bazar Bangladesh . Australia saja yang ikut menanda tangani konvensi pengungsi menolak kedatangan mereka hanya mau membantu biaya tapi menolak kedatangan mereka . Jangan mau dibodohi UNHCR . merdka yang dapat uang kok kita yang repot memberi makan gratis . enak amat UNHCR . Kembalikan saja ke pengungsian awal Bangladesh .",2024-01-12T13:57:19Z
@uunaja2278,Unhcer usir bawa pergi tuh rohinga,2024-01-12T05:03:47Z
@uunaja2278,Mantap pa demi warga kita,2024-01-12T05:03:07Z
@kambalibali5294,Emang .....<br>Bapak Presiden Jokowi tidak tegas <br>Masih bisa masuk masukin warga asing ke Indonesia.,2024-01-10T12:07:29Z
@mzahmadqomara5804,"Kita yang rakyat Indonesia sendiri buat makan musti kerja dulu susah payah baru bisa beli buat makan,,,,ehhh si Rohingnya malah enak-enak makan minta tambah pula dan gak perlu susah payah kerja....kurang ajar memang mereka.<br><br>Rohingnya,,,,mereka ini cocoknya kasih makan tahi sapi.<br><br>Jengkel gua ngeliatnya.<br><br>Kenapa juga Pemerintah Indonesia gak tegas, Usir mereka.<br><br>Rakyatnya Indonesia sndiri masih banyak yg susah kenapa kasih tampung mereka segala trus kasih makan.<br>Enak bener hidupnya mereka.",2024-01-09T08:33:32Z
@adhysetyanjaya-yc4nb,Suruh pulang paksa. Rohingiyah .,2024-01-09T06:21:08Z
@AkhsanIkhsan8808,"Pemerintah NKRI MANAPUN, Aceh kah, pusat kah....semuanya SEMLEHOY alias TULANG LUNAK . JONGKOK menghadapi UNHCR (you end eitch cepirit)🙏🏻😂🇮🇩❤️🇵🇸 ONLY",2024-01-09T06:08:09Z
@wadilahdilah9246,Bukan penggungsi min ....pemawa axaraverita..itu rohingnya bukan pebgunggsi .....tolong min....usirr itu pendatang yang tak fi undang bikin kepala pusing ...........,2024-01-09T05:44:07Z
@srisumantri849,ROHINGYA penjajah jaman now,2024-01-09T04:03:13Z
@yummysand1365,Saya mendukung rakyat Aceh. Pemerintah segera atasi masalah ini. Kasian rakyat aceh,2024-01-08T06:40:24Z
@HeryBomber,USIR ROHINGYA.....Sangat Mengganggu Ketentraman......USIR ROHINGYA.....Sangat Mengganggu Ketentraman......USIR ROHINGYA.....Sangat Mengganggu Ketentraman......USIR ROHINGYA.....Sangat Mengganggu Ketentraman......USIR ROHINGYA.....Sangat Mengganggu Ketentraman......USIR ROHINGYA.....Sangat Mengganggu Ketentraman......,2024-01-07T12:37:20Z
@BundaRafathar,Usir jgn sampai terlambat,2024-01-06T21:24:24Z
@ParulianHasibuan-c1i,tolong pak presiden itu seluruh manusia rohingnya di usir dari indonesia,2024-01-06T13:04:40Z
@FAI_ONE,"TNI AL BAKAMLA POL,AIRUD DAN JAJARAN TERKAIT BERTINDAK SEGERA SUDAH BANYAK PENYUSUP PENDATANG GELAP ROHINGYA DAN BANGLADESH MEMASUKI WILAYAH INDONESIA JANGAN DI BIARKAN MEREKA MEMASUKI WILAYAH INDONESIA SECARA TERUS,MENERUS YANG NANTINYA AKAN DI ANGGAP REME DAN MUDAH PERAIRAN INDONESIA BISA DI MASUKI PENYUSUP PENDATANG GELAP<br>99% RAKYAT INDONESIA MENOLAK KEDATANGAN PENYUSUP PENDATANG GELAP ROHINGYA DAN BANGLADESH !!!<br>NKRI HARGA MATI 🇮🇩💪",2024-01-06T12:24:10Z
@PaijoD-mh8kl,Makan tidur ngopi,2024-01-06T11:49:30Z
@RipalDi-b3n,"Pencuri ikan aja di biarin apalagi yang cuman mau mengungsi. Memang pemerintah indonesia pada sakti, makanya lautan gaperlu di jaga ketat",2024-01-05T20:32:30Z
@IntanMizanlaundry-md8ef,Kasian aceh. Kasihan indonesia. Moga ada kendaraan buat balikin para perusuh.,2024-01-05T12:29:30Z
@ridzuangotze7723,Saya dari Singapura mendukung aksi menolak keras pengungsi Rohingya dari Aceh. Tanah dan sumber Indonesia adalah untuk warga Indonesia. Jangan diulangi kejadian seperti di Palestin,2024-01-05T09:30:16Z
@AdiSuganda-q9w,Guyon di warung kopi.....pngungsi. ibarat..orang lagi sakit  ditambah merawat orang sakit......usirrrrrr,2024-01-05T01:09:45Z
@hartati2734,Sibuk ngurusi Palestina negara sendiri kebobolan😢,2024-01-04T12:38:53Z
@daryatidaryati4644,"Jangan kasih makan klw di kasih makan di buang, dasar rohalus,emng dia spa, manusia ga punya identitas bisanya bikin mslh di negri orng",2024-01-04T11:17:05Z
@user-jr3jx2xe3f,ya tolak harus...jorok..berkmbang biak juga cepat...gk punya adat..,2024-01-03T08:44:37Z
@marsansali-xc9rc,kami rayat indonesia menolak rohingya,2024-01-03T03:02:47Z
@siwanppt7968,Pengungsi ga tau diri di usir paksa aja kalo mau bikin onar di indonesia,2024-01-02T23:24:20Z
@ilhamsimo-fo6ny,Mulai jadi inget lagu koil feat The rock(Nasionalisme untuk negara ini adalah pertanyaan)<br><br>Gila mereka makan gratis uang gratis smntara Putra Putri di BUMI PERTIWI msih blm d katakan seluruhnya mrskan KEADILAN SOSIAL BAGI SELURUH RAKYAT INDONESIA.....???????,2024-01-02T20:01:40Z
@AbdulRaub-d5s,INDONESIA bukan Negara Nenek Moyang Rohingya Bro? kenapa ga Angkat kaki dari INDONESIA Bro??,2024-01-02T10:45:22Z
@ZonkOs-ex6uv,Perairan indonesia harus lebih ketat di jaga TNI AL. Jangan sampe lolos masuk indonesia.,2024-01-02T09:50:23Z
@bocilngapak123,satu satunya etnik yang tak akan pernah berterima kasih kepada penolongnya yaitu rohingya. mereka beranggapan setiap negara yg ia masuki harus memberi fasilitas yang baik tuk mereka.sebab mereka selalu beranggspan bahwa mereka adalah etnik yang tertindas. maka janganlah mengharapkan terima kasih dari mereka.sebab mereka tak akan sudi berterimakasih pada para negara penolongnya.,2024-01-02T09:13:04Z
@Akun-qf9bw,Dikasih hati makan jantung 😂.polos poloss,2024-01-02T04:36:48Z
@mohamadafandi6704,1.500.orang   itu di sengaja <br><br><br><br><br><br>Udaaa usir <br><br><br><br><br>Pemerintah ngapain aj si cok,2024-01-01T21:21:23Z
@SudarnoBae-n1m,NEGARA INDONESIA sangat<br>mudah di susupi pengusi <br>Rohingya .itu saja pakae Prahu<br>Apa lagi kapal selam yg Canggih,2024-01-01T16:08:18Z
@SugiyonoYono-w9s,"Apa komentar aparat kelautan ,😅",2024-01-01T15:00:45Z
@Drakor2607,Ndang balekno ae ning bangladesh.... Rohhalus garakno ruwet ae 😮,2024-01-01T12:37:23Z
@azrilJaya-p8z,Pemerintahan g tegas,2024-01-01T11:39:23Z
@fianprasetya6064,USIR DAN BUBARKAN UNHCR,2024-01-01T09:17:34Z
@bayubayu7118,Da tau kayak gini kok di tampung,2024-01-01T08:34:36Z
@andrieannie2340,Mereka bukan pengungsi .mreka itu imigran gelap,2024-01-01T08:01:43Z
@zhongli6534,"Rohingnya kasian😢<br>Lebih bagus mereka di beri pulau agar tidak bentrok dengan warga lokal, ini &#39;MANUSIA&#39; loh, se jelek&quot;nya dan seburuk&quot;nya Rohingnya, mereka itu tetap &#39;MANUSIA&#39;<br><br>Dan kita yg cuman dengar dari berita simpang siur yg tidak tau mana yg benar atau yg berbohong, hanya orang&quot; yg pernah ber interaksi dengan rohingnya sendiri yg tau kelakuan mereka<br><br>Jangan sampai kita ter makan &#39;HOAX&#39; dan membuat keputusan yg akan kita sesali selama hidup kita ini ❤",2024-01-01T07:37:01Z
@yahmannurmiati1320,Ibaratnya menolong Anjing,2024-01-01T01:57:30Z
@texasjack5391,UNHCR terlibat 😊,2023-12-31T19:08:30Z
@sugiatisugiati8504,"kembalikan aja ke habitatnya ,pemerintah tu tugasnya",2023-12-31T09:26:30Z
@sutejaja4852,Kok kita yg pusinh aneh banget,2023-12-30T23:28:19Z
@adhylegex5456,Kurang ajar ini rohingnya Usir aja dukung warga aceh selamtkan Nkri❤🇮🇩,2023-12-30T18:22:34Z
@didihastono965,"Kl sudah ada yg mati, lalu buang di pinggir laut",2023-12-30T17:57:44Z
@Muhammad.Santana212,"😅😅😅dulu setiap masjid ada baliho save Rohingya rekening donasi, sekarang demo lagi",2023-12-30T12:36:37Z
@jurni374,"Pulang kan ke negara asal nya , Ilegal . Duta besar negara nya , hanya diam mata .",2023-12-30T09:58:51Z
@Rondap568,Mukanya ngeselin semua anjirr,2023-12-30T09:04:40Z
