Author,Comment,Published At
@MeowMeow-iu8jo,"Kita harus tau...Org2 yang bergabung ikut dalam UNCHR mereka adalah Tangan Kanan Israel...karena Israel tau, Bangsa Indonesia dan Malaysia adalah Dua negara islam yang sangat di benci oleh Israel...<br>Dan Israel sudah berjanji dan bersumpah..ingin Menghancurkan Indonesia dan malaysia....<br>Israel sdah tau cara yang jitu untuk menghancurkan Indonesia dan Malaysia...Yaitu Senjata Mengatas namakan Agama dan Kemanusiaan.",2024-01-01T21:33:40Z
@hendyharyono7747,Identitas apa yang dibawa rohingnya,2024-01-01T21:33:19Z
@ayamsantek,imigran itu.. lihat aja sejarah nya.. kenapa mereka tidak di akui miammar.. di pakistan ratusan ribu tempat penampungan uda di sediain malah gak mau kesana..😂,2024-01-01T21:27:06Z
@jajakiskandar7373,"Bener RI harus berhati2 terhadap manusia2 rohingya , mereka berbaur &amp; tumbuh besar bukan dinegeri islam tapi di negeri minyamar yg notabene bukan negeri islam, tapi mayoritas berbau komunis...  ONE NKRI harus kompak TOLAK KERAS bangsa pengungsi pemalas , rakus , rohingwek berkepala dua .",2024-01-01T21:25:11Z
@adejhon4278,Usir,2024-01-01T21:18:31Z
@hilmihilmi1120,Sementara ini beri naungan atas nama UNHCR dahulu... tetapi pulangkan setelah PBB menjalankan aksi damai dengan bala tentara dari berbagai bangsa .....,2024-01-01T21:17:32Z
@LutfiahZein,Betul...rohingnya itu bukan beragama islam kok..liht aja muka2 mrk2 tampang ganas2 ..,2024-01-01T21:09:57Z
@AhmadUlianto-gn3rt,"Emang,terbukti indonesia kpl negarah ini dn pejabat negri,ini bnr-bnr seluruh<br>Nya bodoh mdh d takluk,kan bansa bidap.",2024-01-01T20:47:40Z
@Affan-store-jb-qi5tg,"Astaghfirulloh,sangat mengerikan",2024-01-01T20:46:03Z
@AhmadUlianto-gn3rt,Mudah percaya dn mudah memberi k bebasan bangsa asing menduduki dn menempati negrinya dengan ke kuasaan pribadi emang terbukti,2024-01-01T20:44:20Z
@AhmadUlianto-gn3rt,"Mereka telah peredipsikan seluruh warga,indonesia ini adlh negri yg bodoh makanya mereka uji kebodohan bangsa,ini ternyata benar,benar bodoh",2024-01-01T20:41:00Z
@AhmadUlianto-gn3rt,Jauh hari seblumnya sudah ku katakan pd mu seluruh warga indonesia tetapi kalian gk percaya,2024-01-01T20:37:30Z
@widayahmahmud680,Mereka harus diusir. Sejak dini. Jangan biarkan mereka tinggal di Indonesia. Kasihan anak cucu Indonesia nanti,2024-01-01T20:12:27Z
@HendraHendra-ne9ed,Kirim ke timor leste atau ke papua,2024-01-01T20:06:58Z
@tafakelirey9796,Usir mereka,2024-01-01T20:06:39Z
@NurlaelaNurlaelaJohar-rc6qz,Betul bisa jadi,2024-01-01T20:04:05Z
@UmyFarida-c3z,Kirim aja ke negara 2nya..,2024-01-01T20:03:59Z
@pujiatik9066,Ngak ada aura muslim. GK ibadah,2024-01-01T19:54:07Z
@mohamadwidianto6340,Ya bener ini rencana busuk UNHCR...konsep Zionis  untuk menghancurkan negeri2 Islam..mereka org rakus serakah☝,2024-01-01T19:51:31Z
@efriyantolilik33,USIR,2024-01-01T19:43:56Z
@faishalfikri2439,Islam dari mana nya coba Syahadat aja gak bisa,2024-01-01T19:37:43Z
@kuntilkucritembrio5032,Mantap 👍 penjelasanya,2024-01-01T19:19:12Z
@idafarida9197,Usir saja tp jangan dgn kekerasan <br>Pulangkan .. ..<br>Bahaya,2024-01-01T19:11:37Z
@lailariyan7284,"Emang sudah bukti di tanya berapa rakaat shalat dzuhur katanya 5 rakaat, setiap di tanya rakaat shalat jawaban nya salah, di suruh baca syahadat pun gak bisa, islam apa itu,?, dan bukan satu orang yg di tanya, ciri&quot; mungkin bisa di lihat di pengungsian mereka shalat atau tidak",2024-01-01T19:05:56Z
@EvyAbyManyu,Bisikan dajjal sudah di mulai,2024-01-01T19:02:17Z
@K17-17C,Yg minta tanah itu cuma hoax.<br>Tapi yg lainnya bener,2024-01-01T18:55:54Z
@SyeikhAdy86-mj5ks,Betul betul betul betul,2024-01-01T18:51:06Z
@redmisembilan8172,"Emg tdk bersukur dan rakus, faktanya di kasi mkn nasi bungkus malah bilang sedikit, dan nampak tdk bersukur, baiknya Rohingya di pulgkan,",2024-01-01T18:46:43Z
@grosirbaskomplastik8610,"Rohingnya hanys mengaku ** islam . Buktinya di mita syahadat gak bisa. Di tanya rukun islam dan iman tidak tau. biangkerok otak di belakang layar Itu <br>PBB, UNHCR, KEMENHUM, POLISI LAUT, calo penyelundup di bayar 4ribu Dolar  PeRangkat Desa yg membuat KTP  dngn bayar 300 ribu.",2024-01-01T18:37:59Z
@sallehuddinyon858,Halau jer geng berperangai ¥ahudi ni keluar dari Malaysia.,2024-01-01T18:36:46Z
@nasanasa8334,"Kaum pembidah ,wahabi jg propaganda agama yahudi",2024-01-01T18:31:42Z
@iman-eb8vo,Batul ingt lah rakyat Indonesia,2024-01-01T18:28:34Z
@JujubaedahJubaedah,Penjelasan yg masuk akal,2024-01-01T18:24:26Z
@Muhsin553-k6m,"Jika pemerintah tidak tegas mengusir orang ini,,, maka sudah sepatutnya masyarakat setempat atau pribumi yg harus bertindak mengusirnya",2024-01-01T18:20:55Z
@CholidSenopati10,Betul..waspada gaess..U51R !! Ngungsi ke isrewel sana..tuman,2024-01-01T18:14:03Z
@nurullatifah2976,Samakan rohingya sengan israil... hahaha<br>Vidio propaganda yang sangat bagus...,2024-01-01T18:05:24Z
@rusdimsirat8754,Segera di usir dari tanah Aceh secepat nya nya,2024-01-01T18:03:24Z
@Dhonit46,Betol...<br>Usir Secepatnya..!,2024-01-01T18:03:10Z
@OkiReky,Benar,2024-01-01T18:02:42Z
@umisakina328,Astagfirullah aladzim,2024-01-01T18:00:38Z
@triyanto8823,Usir aja...gak peduli apapun..usir terus..,2024-01-01T18:00:20Z
@fitriyanifitriyani784,"Mirip Israel saya dari Aceh tamiang,sudah saya beri makan minum dan batu giok Aceh kwkkw eh masih marah2 ,gawat lho bukan gak sayang sama orang itu,yg pertama iya yg kedua tiga ini India semua nampaknya kwkwkwk lucu lihat Israel Israel kecil ini",2024-01-01T17:59:08Z
@hindunhumairoh862,Apapun alasannya kira bangsa Indonesia tidak usah terpengaruh.Tetap usir usir Rohingya !!! Bubarkan UNHCR !!!,2024-01-01T17:52:11Z
@sullesulaiman6517,Usir aja.,2024-01-01T17:51:27Z
@azhariazhari7139,WAAUUU   PENDUKUNG  NYA  DI DALAM NEGRI  TERMASUK  PENG HIANAT BANGSA  PERLU  DI HUKUM  <br>LAKNATULLAH TERKUTUK .?<br>.,2024-01-01T17:43:48Z
@adrianprasetya-qf1nn,Bahkan Israel pernah mengancam  akan membuat Indonesia seperti Palestina.. Nyetanahu,2024-01-01T17:36:15Z
@Sukana1965,"Usir, jgn ada di Indonesia,makanya dia diusir dari mianmar",2024-01-01T17:30:24Z
@gurunsahara5326,Jgn biarkan mereka masuk Indonesia,2024-01-01T17:24:25Z
@hendrajayakurniawan,"ngomongin ertnis pengemis rohingya ngapain loe bawa israel, koplak",2024-01-01T17:22:57Z
@Padhalee,Bner nih 👍,2024-01-01T17:20:47Z
@tantanhardiansyah1838,"Ayo rakyat nkri bersatu, demi keamanan, kedamaian, anak cucu kita dan bangsa kita💪<br>Kita tak perlu memohon kepada pemerintah kita, kita sendiri yg berjuang.<br>Boikot pemilu 2024💪",2024-01-01T17:07:54Z
@MamiMom-ue5jr,Usir saja,2024-01-01T16:41:31Z
@MuhammadYunus-qg2ds,S777777,2024-01-01T16:40:41Z
@ifayor,"Waw... Videonya bang, videonya bener banget bang, apresiasi woi, like like like....",2024-01-01T16:40:05Z
@abangmuhibb1740,Penguasa miyamar dengan idf Israel sejak dulu melakukan kerja sama sinkat cerita penguasa miyamar menjadikan musu bersama umat Islam dengan carut marutnya kekuasaan di miyamar baca sejara lu dibayar berapa sama israel,2024-01-01T16:37:09Z
@Samsung03ponselku,Usir sebelum merajalela,2024-01-01T16:27:37Z
@فخريهفخريا,"Ini segera di deportasi ke negara xa,bs berbhya kelak pd anak 2cucu kita.,malai syia segera usir tu Rohingya ,jgn biar kn menetp di malaisyia,mumpung masih sedikit.",2024-01-01T16:22:56Z
@lenimarlina234,"Betulbetulbetul...saya pun rasa hal sama Pd mereka,tdk nampak Islam pd mereka...waspadalah",2024-01-01T16:19:22Z
@BELAJARBAIK-s3t,Rohingina Juga Sama Bro Lg Butuh Bantuan.Kasihan Mereka.Kita Harus Ttp Bisa Mmbantu Sesama Manusia &amp; Bisa Memanusiakan Manusia,2024-01-01T16:18:50Z
@صالحالتربة,Jgn dibiar di indunesia,2024-01-01T16:18:10Z
@KaylaRZ15,"Para musuh Islam tidak tau lagi bagaimana caranya menghancurkan Islam, dari fitnah tidak mempan, dari hujatan juga tidak mempan, bahkan dari perang saja mereka yang gabungan tentara salib Eropa pun kalah. Jalan satu² untuk menghancurkan Islam yaitu dengan orang Islam sendiri. Dan mungkin Rohingya sebagai alat untuk menghancurkan Islam di zaman sekarang !!! Waspalah !!!",2024-01-01T16:11:53Z
@jokcyojokcyo2075,"ANAK ASUH BANGSA EROPA ...NGEMIS MERDEKA ,INDONESIA LEMAH .",2024-01-01T16:10:16Z
@Chapoy-h5b,betul se7..... intinya ...kita orang Indonesia harus tolak keras.....Rohingya,2024-01-01T15:59:57Z
@izulmansur6958,Bubarkan UNHCR pulang kan rohingnya keasalnya bahaya rohingnya,2024-01-01T15:57:23Z
@TediEpendi-r6o,Usir Rohingya... ❤,2024-01-01T15:56:25Z
@PhoneLinereborn,tp kalo melihat warga Indonesia  dan negara timur tengah kok kyknya hampir sama ya...setiap hari debat agama...tereak2 bela agama .dan selalu berisik...pdhl yg lain adem2 saja bosss...,2024-01-01T15:53:35Z
@ramzankadyrov1306,Jelas,2024-01-01T15:52:54Z
@Killburgermix,Rohingya tdk bersyukur makanya rakus,2024-01-01T15:50:54Z
@Suci-r1x,Itulah kami kuatir kan kerna melihat sifatnya tidak bersyukur usir saja jangan berikan tempat di NKRI,2024-01-01T15:44:31Z
@kamalnasgor2335,Orang serakah.. baca sahadat ajah ga bisa..😡,2024-01-01T15:32:09Z
@aliansahaliansahalu1150,Saya dari malaysia<br>Kalau kerajaan tidak megambil tindakan <br>Rakyat malaysia sendiri akan mengambil tindakan..  ingat lah wahai warga rohinya,2024-01-01T15:27:44Z
@nik_rambo2069,Subhanallah,2024-01-01T15:27:27Z
@maxbonai6955,Jngn bwa bngsa israel...🤣🤣🤣🤣🤣❤️❤️❤️❤️❤️🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱,2024-01-01T15:26:45Z
@iyanbuana831,usir,2024-01-01T15:25:43Z
@muhdnorman2783,Mereka ini mengaku nya Islam...tetapi disuruh syahadat gak tahu😵😵,2024-01-01T15:21:55Z
@asepmustakim-cx6sj,"Balikin lg ke Banglades wahai pemerintah,pak mahfud MD tolong tuntaskan masalah ini,karena si jokowi hanya sibuk ngurusin anaknya yg skrng nyalonin anaknya jadi wapres.",2024-01-01T15:21:08Z
@NurHayati-gp3zt,Usirr buruan jgn smpe menyesal di blakang,2024-01-01T15:16:10Z
@ampibi1524,Imran gelap berkedok beragam Islam padahal bukan Islam  usirr Rohingya tdk ou harga diri Gomis k setiap negara SDH tdk bersukur SDH ada tepat tinggal msh lari x usirrr biang kerok unchr  dr Indonesia tdk hrgua,2024-01-01T15:14:59Z
@UdanMas-ws9rz,AWAS PENYUSUP .BERHATI HATILAH. WAHAI UMAT ISLAM,2024-01-01T15:14:03Z
@arapenperangin7281,BUKANKAH SUMATRA BARAT DULU BUKAN ISLAM. PERANG PADRI MIRIP CARA INI UNTUK MENGASAINYA.,2024-01-01T15:10:58Z
@hamidpujiharto3760,Warga tegas tolak Rohingnya.,2024-01-01T15:05:57Z
@bangidruschannel,Usiirrrrt 😳😳😳,2024-01-01T15:04:20Z
@muhammadsumedang5621,"rakyat aceh harus bersatu lawan unhcr .jangan mau di atur,, oleh unhcr.",2024-01-01T15:01:05Z
@mirzaporangpalutasumut5938,"Usir rohingya, usirrrr..... 😡😡😡😡😡cukup sudah Indonesia membantu, <br>Rakyat masih banyak yg di bawah kemiskinan, propaganda isriwil &amp; mamarika wajib di waspadai, wasss padaaa laahhhh",2024-01-01T14:58:08Z
@sandypratama8401,Hati2..... betul ini👍,2024-01-01T14:56:26Z
@destynarsiah5718,Yg sapbar .nanti yg akan mengadili tuhan allaah.akandiusir allaah tidak suka.kalao memang rohingya islam yg benar dikmbalikan dilindungi.tapi kalao mirip ipblis .mau dimusnahkan .,2024-01-01T14:55:13Z
@fitrayeni6093,Alam terkembang jadi guru. Penyesalan tdk ada gunanya. Antisipasilah dgn mengambil pembelajaran dari nasib malapetaka negara lain,2024-01-01T14:54:18Z
@BdgJuara-i9k,usir dari indonesia yg ada mlh jdi msalh n menghancurkn agama islam  nnt akan seperti israel ...jgn luoa masyarakt indonesia msih byk yg menderita kekurangn  kesedihan  kelaoaran,2024-01-01T14:53:56Z
@selvianaselviana8559,🤦🤦🤦🤦🤦🤦,2024-01-01T14:51:13Z
@Patriotbangsa-l7x,"Ga ada manfaatnya nampung Rohingya, tolong TNI angkut laut angkut pke kapal perang bawa lg ke Bangladesh",2024-01-01T14:49:36Z
@RedRose-ky5nz,Dari Spore🇸🇬- Setuju!!. Islam sgt menitik berat pd Ahklak. Tapi Rohinga ini - jika diperhatikan sgt kurang baik. Mereka juga pengotor. Tak jaga kebersehan. Lihat di Malaysia... sekarang minta tanah. Di beri tinggal di flat malah ternak kambing dlm rumah. Seluroh penghuni yg lain tak tahan bau nya.,2024-01-01T14:48:09Z
@chepiaprilyadiyadi3692,Benet usir dri indonesia,2024-01-01T14:40:33Z
@azniati1280,Usir rongya nantinya akan berkuasa seperti yahudi selamat kan Indonesia,2024-01-01T14:40:07Z
@cabil0750,Hanya allah yg tau.....Smg umat muslim di lindungi dr hal2 tdk baik,2024-01-01T14:33:25Z
@Dedi-k7o,"Usiiiirrrrr aja, kalau bikin masalah besar",2024-01-01T14:31:31Z
@yudrivobratapramono1449,Benar sekali. Klo islam tpi perilaku mereka tak ada sperti di ajaran islam,2024-01-01T14:25:43Z
@kikikawai2055,Kasian muslim rohinia..bila kembali kenegaranya dia di Bantai...kita indonesia punya tanah yg luas dan belum di manfa atkan ..contoh ..kalimantan..papua..yg penting masih dlm pantauan NKRI..kita tolong saja...,2024-01-01T14:22:33Z
@ahmadhidayat8543,Tapi tetap berbeda antara islam dan imigran komunis yg mau menduduki indonesi,2024-01-01T14:19:22Z
@hutabritobri9035,Sesungguhnya anugerah akal bagi manusia dari Allah SWT di gunakan utk berfikir dalam menjalankan petunjuk dalam Alqur&#39;an... niscaya manusia tsb akan mendapat petunjuk yg benar,2024-01-01T14:19:05Z
@kikikawai2055,Hanya alloh yg tau..hati orang2 muslim Rohinia....kita sebagai sesama MUSLIM...wajib menolong nya..yg penting masih dlm pantauan NKRI...,2024-01-01T14:18:39Z
@metu290,Propaganda  AGAMA...!!!!,2024-01-01T14:16:11Z
@srihartini8782,Usir,2024-01-01T14:15:45Z
@suandy712,Dbantai dimyanmar sering bkin ulah dan yg pling trkhir pembantian besar2an karena membunuh seorang biksu...,2024-01-01T14:13:42Z
@MIsa-fl1ld,Usir dari indonesia dengan tegas,2024-01-01T14:12:38Z
@anabiduani3131,Indonesia dulu perang melawan penjajah semua agama bahu membahu melawan penjajah. Tapi Rohingya mereka sebagai penghianat manakala negara nya di jajah justru ikut menjadi tentara bayaran si penjajah alhasil ketika si penjajah kalah maka Kaum Rohingya di usir dt negara nya sebab di anggap penghianat. Kita Harus Usiiiirr mereka dr NKRI jangan sampe mereka hidup di Indonesia aplg sampe di kasih pulau utk di tempati. Ingat anak cucu kita bukan masalah hari ini tapi suatu saat nanti mereka sebagai masalah besar bagi WNI. Usssiiiirr sekarang. Buat tagar usirr rohingya dr tanah NKRI,2024-01-01T14:11:30Z
@edinasar179,"SANGAT CERDAS ,,,KMBALIKAN MEREKAA KE NEGARAA NYAAA",2024-01-01T14:11:05Z
@ceacepacep1015,Emang Kalau Melihat Kelakuan/ Perbuatannya Tidak Ada Sedikitpun Ke Islaman Mereka<br>Indonesia Harus Berhati&quot; Kayanya Mereka Diperalat Untuk Menghancurkan Indonesia <br>Yang Pertama Menduduki Aceh Dulu Lama&quot; Menjalar Kewilayah Lain,2024-01-01T14:10:42Z
@i137al,Kok bisa dibilang bukan Islam 😂😂,2024-01-01T14:10:00Z
@topboss32,Hahaha... Penduduk pribumi aja ga ada satupun yang minta² tanah 😂,2024-01-01T14:09:11Z
@jounwijn,DARI PERTAMA JANGAN IJINKAN KAPALNYA MERAPAT KE PANTAI,2024-01-01T14:06:49Z
@jounwijn,CARA MELIHAT MATANYA SANGAT MENGERIKAN,2024-01-01T14:05:34Z
@sarahabdullah7462,"Mereka tidak ada didikan agama,mereka sudah biasa hidup liar ,tidak sabar dan tidak malu kerna sudah lama hidup menderita dan miskin .",2024-01-01T14:04:39Z
@MOHSOBRI-ye8eg,Iya hati hati dan wSpada,2024-01-01T13:59:43Z
@ninismojosari8464,Pemerintah harus bertindak tegas jangan dibiarkan dan usir imigran gelap rohingya,2024-01-01T13:57:00Z
@MuhammadHatta-u4t,"Fitnah terus!! Semoga etnis rohingya mendapat tempat dibumi allah ini, seakan akan bumi ini tidak ada tempat buat etnis rohingya!!",2024-01-01T13:56:30Z
@MuhammadZakaria-y5m,bner... ini semua propaganda agama yg dilancarkan oleh Rohingya...,2024-01-01T13:54:42Z
@ion3mocho117,B Tul 👍 se❌ saya se7,2024-01-01T13:49:33Z
@sangatikhlas,Sebelum jadi masalah besar dimasa yg akan datang. KLO mau perang dengan mereka dari sekarang aja. Mereka ini bangsa yg tidak tau terima kasih . Mereka tidak jauh beda dengan Bangsa zionis lsraheLL. Awal jadi PENGEMIS DAN GELANDANGAN PASANG WAJAH MINTA DI KASIHANI . TAPI JANGAN SALAH . MEREKA BISA JADI MASALAH BESAR . PERCAYA DENGAN SUARA RAKYAT ATAU MASYARAKAT ACEH MEDAN DAN RIAU..DAN WILAYAH NKRI LAIN NYA. KARENA KENYATAAN YG DI LAPANGAN SEPERTI IT YG TERJADI.,2024-01-01T13:46:36Z
@samsulismadi7035,Jangan buat konten ujaran kebencina jika bumi ini milik allah kenapa kalian sombong terhadap mereka,2024-01-01T13:43:07Z
@sendokgarfu5887,"Usir kata ku...usiiirr,,sekalian orang UNHCR usiiir jugaaa,,usir mereka kata aku ya. Titik",2024-01-01T13:42:40Z
@drakargunung3747,"Sesama muslim kita tolong kalau mereka lapar dan haus, tapi kembalikan mereka k negara asal. Burma dan banglades",2024-01-01T13:41:55Z
@sangatikhlas,Kalau mau selamat rakyat dan negara Republik lndonesia. Pemerintah  dengarkan suara rakyat . Bahwa usir tanpa sisa bangsa pelarian BANGLEDES dan Rongit lya.,2024-01-01T13:40:11Z
@erwin07bplp12,Usir ajaaa,2024-01-01T13:39:37Z
@MuhamadNurhidayat-wp9ku,Btol to tau pun kau pnipu Kuat to,2024-01-01T13:38:31Z
@rosiatuljanah7895,Jangan terus mau di bodohi dengan para pengungsi gelap...tolong para TNI marinir dan petugas2 keamanan segera lah bertindak sebelum terlambat...dan sekarang makin banyak rohingya Bangladesh masuk...kemana kalian wahai para petugas keamanan Indonesia kenapa kalian diam saja....apa kah menunggu rakyat yg akan  bertindak mengusir mereka..<br>Apakah kalian rela kalau tanah air kita di kuasai rohingya yg sudah lebih 3rbu orang di Indonesia...bahkan sudah di sediakan pulau untuk mereka...terus mau di kemanakan anak cucu kami kelak kalau tanah pulau di berikan kepada rohingya Bangladesh...??,2024-01-01T13:32:39Z
@rikipratama1873,"CABUT HAK OPERASIONAL UNHCR DI INDONESIA KARENA LALAI MENGAWASI IMIGRAN ILEGAL DAN MENUTUP NUTUPI PERDAGANGAN MANUSIA. PEMERINTAH HARUS MEMUTUSKAN SEGALA BENTUK HUBUNGAN DENGAN UNHCR DAN MEMBERIKAN STATUS UNHCR SEBAGAI ORGANISASI PENDUKUNG PERDAGANGAN MANUSIA, RADIKAL DAN TERLARANG",2024-01-01T13:28:06Z
@abshalome,AWAS ITU ANAK BUAH DAJAL YG MULAI BERKELIARAN .,2024-01-01T13:24:41Z
@abshalome,AWAS ITU ANAK BUIAH DAJAL,2024-01-01T13:23:03Z
@aniatika3749,"Anak teroris, Subhanallah Allahuakbar 🤲 Free Palestine 🇮🇩❤️🇵🇸💪💪",2024-01-01T13:17:22Z
@RahmanRahman-ds5tq,"Rohingya 11 12 yahudi d palestina , penghianat",2024-01-01T13:16:44Z
@aniatika3749,"Usir dari Indonesia n Malaysia,, Rohingya, perangai Sama dng Israel",2024-01-01T13:16:43Z
@murgenragu3644,Sama je dengan u admin,2024-01-01T13:14:22Z
@eggelenggel1192,usir dari indonesia,2024-01-01T13:13:50Z
@sugiman8500,goreng trus adu domba islam,2024-01-01T13:13:01Z
@kreasisederhana527,"Betul. <br>1. DI indonesia menganut sistem HAM. Nyatanya di PAPUA OPM sulit untuk diberantas karena atas nama HAM. <br>2. Sebagian besar bangsa indonesia beragama islam, jika membunuh secara terang terangan maka akan berdosa. <br>3. Pemerintahnya kurang tegas, tidak ada patroli laut, suka kecolongan, penyendulunan bisa berasal juga dari rakyatnya sendiri<br>4. Bangsa indonesia masih banyak yg terpecah pikirannya, satu menerima satu menolak 😂",2024-01-01T13:12:07Z
@ungkemet160,Hati hatilah  dengan sifat penjajah   adakah campur tangan  dari pendukung israel   waspada saja,2024-01-01T13:08:35Z
@sultantan2099,Dulu siapa yg nge bela sampe demo demo k pemerintah ?...inget ga ?...bkn nya tdk ada rasa kemanusiaan tp lihat dampak&#39;a...pikir sblm membela,2024-01-01T13:08:17Z
@ronikristian9847,Kalau pemerintah diam saja apakah menunggu rakyat indonesia yg bertindak ?,2024-01-01T13:08:03Z
@suharnoks6094,trmksh atas onfo nya baang.,2024-01-01T13:07:34Z
@SamA70-i4e,Makanya pk bos sblm trjadi usir aja dari negara kita indonesia jngan di lindungi rohingya lindungilh bangsa kita sdiri indonesia.trmaksh pk.,2024-01-01T13:07:10Z
@SamA70-i4e,Makanya pk bos sblm trjadi usir aja dari negara kita indonesia jngan di lindungi rohingya lindungilh bangsa kita sdiri indonesia.trmaksh pk.,2024-01-01T13:07:06Z
@yulianiyuliani6153,Indonesia jangan mau..sruh mereka balik dinegaranya,2024-01-01T13:07:00Z
@emangahman2931,BETUL &amp; BENAR,2024-01-01T13:00:31Z
@sutriyonosoedjari406,Konten para pembenci islsm<br>Ini yang buat dari awal memang fitnsh2 hsti2lah  dg konten seperti ini ya..ini<br>Jauh dari kemanusiaan.,2024-01-01T12:56:33Z
@NurFadilah-fg1hl,"aku jg setuju, hrs cpt2 di suruh kembali ke negaranya myanmar, wajah mrk tidak beraura baik, kuatirnya nantik bikin mslh dn keonaran lbh parah kejahatan, kl lama2 di Indonesia ntar dimanfaatkan oleh orang2 yg tdk bettangg jwb yg  menginginkn kekacauan ataupun kerusakan di Indonesia. Naudzubillah, lindungilah negara Indonesia dr orang2  dlm /pun luar yg bermaksud jahat, amin yra.",2024-01-01T12:49:23Z
@masyahlanilani6633,Setuju dan usiiiiiiiiirr.......usiiiiiiiiirr....Indonesia jangan jadi pahlawan kesiangan.....dah kejadian baru ribut......hindari sejak dini.....Indonesia bukan negara penampung imigran,2024-01-01T12:44:26Z
@kopi7302,"setuju dengan kata-kata anda, pulangkan mereka ke negaranya. jgn di terima dimana pun tempat di Indonesia.",2024-01-01T12:36:55Z
@Lasmini-lf9yb,👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍,2024-01-01T12:35:11Z
@jujudzulqoidah8677,"Usir rohingya dari bumi pertiwi indonesia,,,",2024-01-01T12:34:33Z
@Lasmini-lf9yb,👍👍👍👍👍👍👍👍👍👍👍👍👍,2024-01-01T12:34:28Z
@asmianiasmiani7732,Orng asing yg skrng diam2 sedng menfuasagi tnh aceh lama2 akan menjjhh  rkyt aceh dan pasti akn meluas ke daerh lain dengn membawa islm  sebagai alasn,2024-01-01T12:28:20Z
@agusyudhabasuki3192,"Memang NKRI,harus sllu waspada,,dengan pengungsi,,negara lain,,bisa jadi klau ditolong di negara kita,,sangat berbahaya,,,",2024-01-01T12:28:09Z
@tokosby4638,Orang islam tidak akan minta2,2024-01-01T12:23:24Z
@tokosby4638,"Betul banget,",2024-01-01T12:22:31Z
@alibadahyusup631,Pemerintah segera ambil tindakan kembalikan kehabitatnya.,2024-01-01T12:20:33Z
@TedyGautama-TVR06,Semoga Allah SWT melindungi negara kita Indonesia dari Propaganda terselubung mengatasnamakan Agama.<br>Sebaiknya mereka dikembalikan ke negara asalnya.,2024-01-01T12:19:46Z
@Muslimah03-b8k,Usir aja rongkinya itu bukan islam cuma kedok,2024-01-01T12:13:16Z
@abighail152,"Maaf ya kalo teroris itu Eslam atau tidak ya ?maaf hanya tanya, tanya lagi kalo yang ngebom gereja menghancurkan gereja melarang orang mendirikan gereja menghentikan orang Natalan taun lalu  melarang orang Ibadah rame rame  itu Eslam atau tidak ya sekali lagi hanya tanya saya melihat di You tub🙏🙏",2024-01-01T12:12:36Z
@karyonoono7024,"Sangat setuju itu propaganda,sudah tampak,sifat buruk dan jorok Rakyat Aceh mau dihancurkan tolak dan usiiiiiiiir",2024-01-01T12:09:16Z
@ChannaSitepu-qz6zv,Usir saja smua imigran fari RI,2024-01-01T12:03:01Z
@DedenNuryasin-kw7zs,Usir orang Rohingya,2024-01-01T12:00:20Z
@yoelpasamba4,"Rohim nya, Israel ke 2",2024-01-01T11:59:35Z
@DedeRostian,"Semoga warga indonesia segera menemukan siapa dalang di balik pengungsi rohinya ,",2024-01-01T11:58:12Z
@hadayyanto6114,MEMANG BETUL,2024-01-01T11:54:57Z
@suprapto6880,Betulll jangan di beri kesempata usiiirrr,2024-01-01T11:53:35Z
@nixonnixon9045,"Usir aja,muanmar aja ngusir,karna kelakuannya",2024-01-01T11:38:46Z
@windasyamsudin1029,betul bgt. jgn smpe... amit2 dach.,2024-01-01T11:34:47Z
@arshadrosni4207,Mereka kaum yg tak d terima belum tentu mereka Islam jgn terlalu percaya rohingya kaum yg tdak benar kla bole usir mereka sudah ada tempat d Bangladesh tpi,2024-01-01T11:31:32Z
@tsekosong5100,"Bagus nya rohingya itu di usir aja dari bumi PERTIWI ini,agar tidak terjadi seperti saudara kita di PALESTINA,",2024-01-01T11:29:08Z
@shellashaputri22,Awas hati hati yahudi pesek yg ber kedok agama islam ini ahir jaman,2024-01-01T11:17:34Z
@saniramli4501,Waduh,2024-01-01T11:08:38Z
@uununengsih928,Benar banget.aura mereka ga bikin kita iba.dan ada rasa takut sama mereka.pulangkan habis cerita .sebelum menyesal d kemudian hari,2024-01-01T11:08:08Z
@naidipratamaaceh5463,"Usir rohinya dari indonesia, di utamakan dari aceh, usir",2024-01-01T11:04:26Z
@sayyzah878,"Betul banget, rohingya is new israel",2024-01-01T11:02:09Z
@dadannurdanilah2202,Lanjut...siarkan kebenaran,2024-01-01T10:59:35Z
@evisovianti7984,hati2 indonesia....,2024-01-01T10:59:02Z
@AnisaFitrah-hm4yv,USIR SECEPATNYA AMAN INDONESIA 😮😮😮😮😮😮😮,2024-01-01T10:53:46Z
@agustinmagdalena6678,Jangan di biarkan mereka tumbuh di tanah air yg kita cintai ini tolak ketas,2024-01-01T10:46:16Z
@mazzkgbaru123,Ya betul tu.. rohingya ni ada tangan di belakannya UNCR,2024-01-01T10:45:56Z
