Author,Comment,Published At
@gatotprajakh,"Masuk akal, waspadalah",2024-01-07T08:15:33Z
@iskandarjambi3698,Betul kali itu yg jelas kita harus waspada,2024-01-07T08:14:38Z
@SusiSuryati-zx2rs,Plang kn lg k tmpt asl ny...,2024-01-07T08:14:14Z
@Arjohnjohn,Rihingya.. YAHUDI.. gaya baru.. Versi DAJAL.,2024-01-07T07:47:48Z
@BagussrpAguss,Waspada jgn sampai terjadi spt Palestina.,2024-01-07T07:39:24Z
@PakNo-bh6hk,Usir aja jgn d trima hati2 bkn islam yg baik,2024-01-07T07:34:46Z
@yadikasman149,Israe lebih duluan hidup dari orang palestina hoii belajar sejarah jangan asal bikin konten murahan,2024-01-07T07:23:01Z
@hjsa0dah553,"Memsng tdk ada tanda2 mereka muslim.dilihar dr wajahnya butek g pernah kena air wudhu kl muslim biarpun hitam tp tetap bersih krn selalu wudhu ada aura suci ini g ada nampak sedikitpun wajahnya mlh beringas pendendam serakah sdh terbukti g ada sgukurnya sedikitpun, sebaiknya usir dr indonesia biarkan mereka kembali ke asal negara nya bangladesh, india srilanka jgn diterima kita sdh banyak penduduk asli indonesia berbagai suku 5th lg bisa 1m penduduk indonesia ❤❤❤🇮🇩",2024-01-07T07:08:21Z
@saefulrakhmat7711,Memang rohingnya itu israel kedua bahaya,2024-01-07T07:07:57Z
@hertatisimanjuntak7621,knapa anda terlalu berburuk sangka dgn sesama Islam...<br>ingat ketika anda terkena stunami banyak dunia ikut berduka dan menyumbang tanpa tau siapa anda...,2024-01-07T07:02:01Z
@mujionomujiono4091,Udah kembalikan ke negaranya...,2024-01-07T06:47:58Z
@vonnyananda1231,Benar Rohimnya ini sangat berbahaya..ini lah manusia termasuk munafik..jangan ijinkan tinggal di wilayah kita..ini ancaman baru bagi ummat islam kita.,2024-01-07T06:30:42Z
@darlisbkn5633,"Propaganda itu  pak.  Deportasi ROHINGYA. Orang tidak beres, bikin anak mau seenak saja hidupnya 😅😅😅",2024-01-07T06:11:43Z
@sairinsairin-mt5kj,Maka Umat Islam harus hati hati dan hati hati,2024-01-07T06:06:40Z
@isasakti6774,Ayo usir... Ini penjajahan,2024-01-07T05:39:59Z
@sitisukapti310,Usirrr,2024-01-07T05:36:47Z
@Ihsanudin-w5o,pulangkan aja rohinya.israel kedua,2024-01-07T05:32:38Z
@suryantimadeali6424,Sepakat....🤝🤝🤝,2024-01-07T04:08:14Z
@mfadli4583,Pulangkan sj mereka ke negeri asalnya,2024-01-07T03:54:18Z
@saidmuhammad2013,Harinya. Itu. Bukan. Islam. Yang. Jelas. Rohinya. Wahabi. (Yahudi./Israel).,2024-01-07T03:45:56Z
@Niningyuningsih-o7i,Itu propokater isriwil,2024-01-07T03:35:35Z
@masnana5075,"Mantab min, stuju",2024-01-07T03:29:12Z
@Ianepenk,"Usir pengungsi rohingya, jgn d peroleh kan hidup d indonesia",2024-01-07T03:25:57Z
@betrixalmaidahwibowo7886,"Buang ke LAUT aja,!!!!!!!!!<br>😊😊😊😊😊😊😊😊😊😊😊😊😊😊",2024-01-07T02:52:53Z
@asepnurhidayatnurhidayat2571,Aku perantau malaysia usir cpat rohingia itu...aku tau percis dia orang...kalo tidak akan menyesal,2024-01-07T02:45:10Z
@bocahtuanakal2841,Sangat benar👍,2024-01-07T02:40:01Z
@AliAmran-i6h,Rohingya harus di balikin. Usir usir usirrrrr,2024-01-07T02:16:30Z
@jasmanparmadi7530,Ya semua imigran begitu makanya Indonesia jangan pernah terbujuk rayuan yang menamakan agama oleh para IMIGRAN MANAPUN KARENA MEREKA AKAN NGLUNJAK DAN AKAN MERENDAHKAN PRIBUMI,2024-01-07T02:11:42Z
@Faradila08,Bener juga sih,2024-01-07T02:11:33Z
@AryantoSoeparno,Ga usa celoteh..usir saja.,2024-01-07T02:01:04Z
@Bruum_110,Wah bahaya 😮,2024-01-07T01:47:12Z
@minakjinggo8190,Dalangnya  UNHCR   USA  ZIONISTS   barat,2024-01-07T01:46:29Z
@JupeLia,Tdk ada kata yg lebih bagus kecuali usiiirrr dari NKRI...,2024-01-07T01:38:00Z
@yotosuyoto4800,Usir aja ....rohinga orang edannn,2024-01-07T01:17:19Z
@surahmat9356,"Benar sekali.........., Waspadalah.<br>Usir Rohingnya yg rakus. Karena mereka masuk menempati suatu wilayah NKRI dgn cara maksa dan ilegal/haram. INI BISA DISEBUT PENJAJAHAN BERKEDOK KEMANUSIAAN DAN AGAMA.",2024-01-07T01:16:37Z
@AnjaniPutri-z8m,Usir sja Rohingnya dr Indonesia..<br>Jangan sampai nanti menjadi malah di Indonesia..,2024-01-07T01:13:10Z
@karpendii5856,"Pertanyaannya :<br>Bagaimana pendapat kalian,<br>Ya dak tahu, kok tanya saya,<br>Saya mah satuju sajah.",2024-01-07T01:05:57Z
@mbahicrit8342,TUTUP UNHCR DI INDONESIA BIANG KEROK MIGRASI ROHINGNYA KE INDONESIA!!!,2024-01-07T01:01:30Z
@AriAri-bv9iz,Betul banget Hati2 Indonesia boosss Banglades rohininya itu klu mula2  kayak orang melas banget. Klu udah tau jalan melonjak brani bikin ulah,2024-01-07T00:59:01Z
@sydneysalvador5259,Semua sangat betul  dgn video ini … Tohingya bahaya !!!! Usir mrk dari tanah air kita Indonesia.. Mrk akan jadi duri di hari mendatang,2024-01-07T00:48:38Z
@agoespj8553,"BAGI RAKYAT INDONESIA JANGAN PERNAH TERTIPU DENGAN LOGO2 AGAMA ISLAM DALAMA SEGALA HAL ,??? 🙏🙏",2024-01-07T00:38:14Z
@jokosrihasto6332,Pantes myanmar usir rohingya..,2024-01-07T00:26:28Z
@eyikwando1319,"Mereka ini dasarnya penjajah yg memerangi nyanmar,begitu indonesia dan malaysia dukung palestina ,amerika dan israel ancam akan buat indonesia dan malaysia seperti palestina,langsung masukkan ribuan rohingnya ke indonesia.",2024-01-07T00:17:57Z
@HestyJumita01,Bener bnget. Usir dipada mereka menjajah indonesia,2024-01-07T00:02:56Z
@aisyahpadmandriyah7811,Rongiya adalah alat konspirasi dari zionis agar perhatian kita pada Palestina teralihkan.USIR SEGERA USIR SECEPATNYA,2024-01-06T23:59:41Z
@EniFitriyah-c2n,Paket kan lagi knegaranya 😅,2024-01-06T23:51:01Z
@ajoypratama9757,Benar  asing kan.  Saja  jauh jauh  bahkan kitapun udah banyak baur berama  monopoliy  semoga  ini adalah. Musibah  yg jangan  d anggap remeh...,2024-01-06T23:09:56Z
@SitisarawatiSitisara,Usirr,2024-01-06T22:37:11Z
@marwan6404,"Ga ada damai,tegass usir dari Indonesia,dia akan jadi musuh dalam selimut.",2024-01-06T22:33:47Z
@zulfaaudio,Allah swt yang lebih tahu bang,2024-01-06T20:17:59Z
@RusliJr-i4i,Jgn di terima.,2024-01-06T17:56:15Z
@bangsembang9356,"👍👍👍munafik ya, seharusnya dia jihad di negaranya seperti Palestin teguh tidak ada yg kabur dari negaranya, kawan kalo memang negaramu dholim. Ini jelas seperti udah ada yg siap mengatur mereka. Hati hati NKRI. Mereka akan dimanfaatkan orang tertentu, demi kesukssyanya. Apapun mereka mau di perintah demi melingi dirinya dan keluarga. Hati hati ini bom waktu yg akan terjadi.",2024-01-06T17:43:21Z
@atosugianto2204,Usir Rohingya dr indonesia sekarang atau kita perlahan d jajah,2024-01-06T17:30:58Z
@parmonoajja8011,"Harus tegas,,usir dari Indonesia💪💪💪❤️🇮🇩",2024-01-06T17:23:42Z
@sumyati4190,"makanya harusdplagkan cepat/lambat kitaini Maudie, jajah, itukan plitik,, bapak2 kokkita inimasih dbodohin apagunanya kliyanyag, Pintar2jadiplitik jadipemimpin plagkanlah secepatmugkin",2024-01-06T17:16:10Z
@CheomarChehusin,"Sbab tu mereka menerima dri azab Allah, di bunuh okeh rejim mymar",2024-01-06T17:13:00Z
@nuraleexs2589,Pulangkan Rohingya kenegaranya,2024-01-06T16:56:52Z
@MakanChimol,"Mereka di suntik untuk berobat fungsi ke manusiaan,mereka di suntik gila oleh penjajah demikian penjajah menghancurkan bangsa.mereka itu di jadikan politik penjajah,tak ada hubungannya dg agama?  😊",2024-01-06T16:44:32Z
@rohmanza,saya setuju sekali dengan penjelasan ini..katanya orang2 rohingya itu islam..ternyata jauh dari kata islam..salah satunya perbuatan2 mereka..adalah rakus..sedangkan islam tidak mengajarkan itu..selanjutnya orang2 rohingya itu tidak ada rasa bersyukur di kehidupan mereka kepada allohh swt...sedangkan agama islam tidak mengajarkan itu...selanjutnya yang terahir..orang2 rohingya itu berdemo meminta minta tanah..sedangkan agama islam tidak ada yang mengajarkan itu..karena umat islam tidak ada yang meminta minta tanah suatu wilayah pun terhadap negara yang di tumpangi.untuk tujuan kekuasaan..memang kita harus berhati hati terhadap orang2 rohingya itu..yang mengatas namakan agama...itu semua hanya topeng saja...mari la kompak tolak dan usir orang2 rohingya itu dari negara kita indonesia ini..salam NKRI..🇮🇩🙏🙋‍♂️,2024-01-06T16:44:24Z
@bangudin3309,Tampung d rumah UNhCR😅😅,2024-01-06T16:09:48Z
@alitenan,"Patut diwaspadai, kedepan apakah akan membuat kerusuhan.",2024-01-06T15:58:07Z
@hanifhassan8790,Halau terus😡,2024-01-06T15:55:25Z
@AliAnto-ei7qv,Pemerintah harus tegas.harus jaga amanat para pdjuwang...,2024-01-06T15:47:32Z
@DewiYuniari,Semoga pemerinta tegas tolak mereka,2024-01-06T15:41:51Z
@edysyah41,Manusia tak tahu diri..... tak bahaya tah..... hati2... ada sesuatu politik jahat terhadap Indonesia melalui pengungsi rohingya.....,2024-01-06T15:39:22Z
@nikenvin4641,Ngeriiii manusia brkedok agama.,2024-01-06T15:20:54Z
@desideai807,"Betul sekali, memang sama dg israel",2024-01-06T14:56:19Z
@supardiparidjan2989,"Jangan su&#39;udzon.<br>Rohingya sudah lama dibuat menderita, untuk bertahan hidup saja susah, apalagi untuk mendidik sesuai ajaran Islam, sehingga generasi sekarang adalah korban. Harusnya kita mencari solusi agar mereka bisa mendapatkan pendidikan Islam yang dibutuhkan, bukan malah hanya bisa menyalahkan, apalagi sebagai provokator, sungguh kejinya kita ini.....",2024-01-06T14:44:28Z
@JunedWarat-my6oz,Saya setuju masBro..bagusnya rohingya ini diberi makan ikan HIU sja😡,2024-01-06T14:30:16Z
@YaGau-c2n,Kita harus berhati-hati dan waspada terhadap orang2 yang tidak bersyukur!,2024-01-06T14:28:34Z
@awimeranti5479,"Kalo Rohingya muslim, unhcr gak mungkin mau mengurus,",2024-01-06T14:18:25Z
@herumulyadi1584,berhati hati lah terhadap rohingya,2024-01-06T14:15:14Z
@Idf485,Israel pengungsi?... Israel sudah ada ribuan tahun silam... masjid al Aqsha dulunya adalah bait Salomo.. Islam datang menghancurkan bait salomo dan mendirikan masjid al Aqsha...minus sejarah mu admin...jangan karena palestina islam sejarah kau kau bikin buram !!!..,2024-01-06T14:09:39Z
@yammy8431,dilihat di dengar baru bisa d katakan..  sori gw g teradu domba..,2024-01-06T14:00:07Z
@rezonajiro1010,"G usah banyak komentar segera pulangkan sblum warga Indonesia marah, dan kelak bisa terjd pembantaian trhdp orang2 rohingya, jd tnggu apa lg tolak, usir dan pulangkan tanpa kecuali 🚛🚚🛳️⛴️🚢",2024-01-06T13:58:52Z
@basithalfalahy1968,Masih banyak rakyat Indonesia yg di garis kemiskinan,2024-01-06T13:51:40Z
@kisatriyonobimo386,"Setuju sekali, mereka tidak mencerminkan sebagai seorang Islam yg ikhlas dan Narimo, <br>Meraka rakus dan tidak ada rasa bersyukur",2024-01-06T13:51:26Z
@basithalfalahy1968,Lebih baik bantuan di berikan pada rakyat Indonesia.hati2 benar PD Rohingnya,2024-01-06T13:50:20Z
@eddymartin522,pengungsi rohingya jelas pendatang gelap yg illegal dan harus dideportasi.,2024-01-06T13:50:03Z
@nurulneisya3466,usiirr aj😊,2024-01-06T13:47:58Z
@SarimaharaniharaniSarimaharani,Betul...... Tetap usiiiiiiiirrr Rohingya dari Indonesia 🇲🇨 uuuusiiiiiiiirr.......💪💪💪💪💪,2024-01-06T13:42:22Z
@DodiLesmana-v9i,Usir Rohingnya dari indonesia,2024-01-06T13:40:11Z
@ayirohman2311,Rohing harus segera usir tengelamkan kelaut,2024-01-06T13:26:05Z
@upersibuk4254,Mereka tak tau diri,2024-01-06T13:10:53Z
@PalupiUpi,Usir jgn ditampung,2024-01-06T13:09:22Z
@PagiIni-p7t,"Seluruh masyarakat harus berhati hati dgn pengungsi rohinya yg pura-pura jadi umat Islam, sebenarnya ciri ciri munafik yg berbahaya bagi NKRI @",2024-01-06T13:04:51Z
@antinazmiati-ln6ys,Astagfirullah... Ayo kita tolak imigran gelap rohingya.. Di  Indonesia.. Jangan di baikin nanti mereka memanggil temen2 nya untuk datang ke Indonesia nanti Indonesia penuh.. Kemana penjaga NKRI?  Kenapa imigran gelap rohingya terus dan terus datang ke... Harusnya itu imigran gelap di halau ke tengah laut jangan sampai masuk ke Indonesia... Klo udah masuk ke Indonesia.. Susah mengusir nya,2024-01-06T12:55:40Z
@dyatmikayadnya5336,Tolaaaak sajaaa,2024-01-06T12:45:44Z
@Noname-q6y2l,"COBA,,RIZIQ,,Cs,,mau ngomong apa lagi,,",2024-01-06T12:30:31Z
@hernotosmhk4214,Usir saja dari negara&#39; kita hayo pemerintah lakukan pulang kan jangan takut siapa sama siapa pun,2024-01-06T12:18:35Z
@aliimran4446,Usir kembali itu rohingya,2024-01-06T12:14:03Z
@EmaSari-p9l,usir ajaaaaaaaaaa,2024-01-06T12:07:51Z
@m.ramidirohmadan5400,"100% benar sekali, merek yahudi dari Rohingnya.",2024-01-06T12:01:35Z
@Nurhayati-nk7hh,Satu kata buat pengungsi Rohingya harus kita usirrr,2024-01-06T11:59:54Z
@ZULFANUR6512,Nah bener nnti SMA kaya di Gaza Israel udh di tolong malah menjajah,2024-01-06T11:54:30Z
@MohOrlando,Jdi gibahin 😅orang yg lgi kesusahan.,2024-01-06T11:33:25Z
@DadanS-mq6fh,usir secepat nya jgn di beri peluang,2024-01-06T10:58:03Z
@hestymulyaningsih6263,Betul 👍,2024-01-06T10:47:19Z
@SuryYadi-o6j,"Betul sekali, waspadalah",2024-01-06T10:41:26Z
@saharuddinudin4735,Usir saja kembali k kampungx jngan d terima d Indonesia ronghiya juga rakus TDK syukur d kasi makan malah menghina makanan usir saja,2024-01-06T10:29:23Z
@NadiraAiza-lb2bb,Sangat setuju propaganda barat..buktinya Thailand ga mau tampung..juga ausie,2024-01-06T10:18:12Z
@ekolawesaputra7110,"Min kalau kau ngak tobat, matinya kau seperti apa min",2024-01-06T10:06:36Z
@dudipahrudin2863,Betul min pulangkan rohingya.klw tdk rakyat bertindak dan anarki.sebelum terjadi kirim balik rohingya,2024-01-06T10:04:14Z
@jamaludinsyatirih6578,Setuju. Sebelum mereka tambah banyak. Usir aja dari nrgara kita,2024-01-06T10:03:07Z
@ahmadharianto3602,Apapun yg terjadi usir lah mrk semua .mereka disetir as dan Israel dg dalih kemanusiaan .RAKYAT BERSATULAH . pemimpin Indonesia semestinya membela rakyatnya sdr. Ayo rakyat bersatu padu rapatkan barisan tolak tolak tolak tolak tolak etnis Rohingya ini Rohingya bukan MUSLIM sejati.,2024-01-06T09:57:17Z
@ngador7550,Secara bentuk perahunya aja tidak memungkinkan untuk berlabuh mengarungi samudra tapi kok bisa sampai ke Indonesia aneh pasti ada yg geret perahu itu ke Indonesia,2024-01-06T09:56:12Z
@Jaddoels,Budak inggris dulu nya.,2024-01-06T09:45:36Z
@bgggjk5852,"KLO aku ksih msukan ,bwa LGI dia seret ke TGH laut dn bom sja biar meereka mti krna islm d bea kedok .",2024-01-06T09:41:40Z
@masdasiron7377,Mirip yak juj wa makjuj,2024-01-06T09:41:02Z
@bambangsetiawan6297,Mirip dgn israel hati hati,2024-01-06T09:27:42Z
@BuMusriah-ic8ym,"Kenapa sih orang Indonesia termasuk juga gampang dibodohin orang , orang yang kaya teroris, kalau ngga Cepat dikembalikan kenang lades /kehabitatnya",2024-01-06T09:24:56Z
@AhmadTimbul-h5u,Kasih balik saja pada negaranya,2024-01-06T09:15:53Z
@krisnaputra8614,Bantai saja,2024-01-06T08:30:49Z
@yusufnizamfamily9952,Tolak rohing nya. Di banglades bass capm pengungsi besar dan sudah tersedia. Knapa masuk ke indonesia,2024-01-06T08:28:31Z
@TitinBu-q7f,💪usir dari bumi Indonesia,2024-01-06T08:25:20Z
@chafidhonimah765,USIR USIR USIR!!!!!,2024-01-06T08:06:16Z
@threeallgenk,"Betul, setuju kalau Rohingya di pulangkan ke negara asalnya.",2024-01-06T08:04:36Z
@TokeK-91tu,USIR DARI NKRI ROHINGYA !!!!,2024-01-06T07:59:58Z
@sahikahsahikah7245,Usir Rohingya dari negara Indonesia,2024-01-06T07:51:05Z
@sugianoorsugianoor9371,oke,2024-01-06T07:32:14Z
@kholishbimbima2855,Usir mereka dari negara kesatuan indonesia,2024-01-06T07:13:13Z
@japarissiburian3175,Hahahaa....ini lah warga Indonesia kita tercinta.. Itu lah kalian.. 😀😀😀 terus kalau bukan islam meraka itu apa... 😀😀😀 dikit&quot;propaganda.. 😁😁 udh lah bgtu lah kalian semua munafikun.. Karena kurang baik bukan islam. Kalau baik islam.. 😀😀😀 kalian itu semua yg munafik...karena rakus gak di akuin islam😁😁 ....terus mereka itu apa hindu😁😁😁,2024-01-06T07:06:22Z
@ekomulyono1570,Betul,2024-01-06T07:04:16Z
@wardiatimustafabudiman7521,"Logat bicaranya kafir laknatillah,memprovokasi umat islam,sbenarnya pengungsi Muslim rohingnya mereka dibantai oleh kafir Budha dinegaranya, jadi yg buat tiktok inilah propaganda kafir dbenarnya",2024-01-06T06:59:42Z
@arinfrnawati3424,Hati&quot; lah dlm menyikapi isu yg beredar...<br>Jika pengungsi Vietnam yg notabene nya non muslim aja prnh ditampung di Indonesia THN 70..<br>Lalu knp skrng yg justru saudara seiman malah justru dianggap sebagai ancaman hanya gara&quot; sekarang zamannya media yg jago putar balik  berita demi meraup cuan..<br>Bknkah nabi berpesan apapun ras kalian.sesungguhnya kalimat syahadat telah mengikat kalian dlm persaudaraan....,2024-01-06T06:55:52Z
@herisusanto8225,Sangattt cerdas hati2 dengan propaganda Zionis dn lembaganya yg ingin menghancurkan negara bangsa budaya dn agama setelah hancur dari dlm mereka para boneka zionis akan berkuasa dibawah lindungan zionis ruum barat zionis ruum Amerika dn organisasi besarnya yaitu zionis otan dengn lembaga perdameian palsunya (un/pbb) atas nama kemanusiaan palsunya (unhcr) demi misi kaum2 zionis,2024-01-06T06:48:31Z
@leeboartd7466,Yah namanya juga ajaran sesat.. pasti ajaranya dari jajirah arab..😂😂😂,2024-01-06T06:33:38Z
@hoirulomar,Bang mereka adalah muslim,2024-01-06T06:19:17Z
@hoirulomar,Kenapa kau jelekkan saudara muslim mu kawan,2024-01-06T06:17:10Z
@lennyyulita6937,USIR dari INDONESIA...itu program komunis liberal pluralisme,2024-01-06T06:13:19Z
@nurannisa7181,Tolaakk imigran gelap rohingbangla.. mrk penyusup ilegal.. pulangkan ke asalnya di camp bangla.,2024-01-06T06:13:01Z
@eg1347,Buang aja merekah,2024-01-06T06:12:27Z
@marjukipon8002,Rohingya bukan islam,2024-01-06T06:05:54Z
@vikavika1611,betu betul betul betul betul indonesia diambang kehancuran yg diciptakan para elit krn berebut kekuasaan,2024-01-06T05:54:58Z
@pwrpoint1121,Mereka adalah tentera2 pemusnah barat..,2024-01-06T05:44:04Z
@miarusmiati1036,KEMBALIKAN ROHINGYA KE NEGARANYA ..ITU SIASAT AMERIKA UNTUK MENGHANCURKAN INDONESIA,2024-01-06T05:22:15Z
@souvenirpinrang6760,Konten adu domba 😂😂😂,2024-01-06T04:48:29Z
@amearcell1019,Rohinya tidak suka SHOLAT !!!,2024-01-06T04:23:19Z
@arieflin1670,Jangan ada mereka di NKRI. Ingat itu. Menyesal di kemudian hari tak ada gunanya. Pemimpin sekarang menanggung dosa jika memberi kan ruang buat Meeka.,2024-01-06T04:04:53Z
@lanangdwilanang9519,Yg ptg jgn di terima dl mahasiswa arus turun tangan kt rakyat Indonesia msh butuh utk tgl knp kt utamakan para pengungsi,2024-01-06T03:52:49Z
@andiruhaidi65,"Jangan mudah terpropokasi akibatnya menjadi fitnah berkepanjangan, coba narasi fitnah jangan dibangun terus",2024-01-06T03:43:05Z
@DeDen-j5c,"Betul sekali konten ini, ini mengatasnamakan islam masa rohingnya ga bisa baca syahadat",2024-01-06T03:35:31Z
@purwadibudiwibowo8873,dpt info dari teman di Ig Rohingya sengaja dibegitukan misi dari USA Israel..yg benci Indonesia akan dibikinin sprt Israel,2024-01-06T03:32:02Z
@mandirimotorst5847,Sangat setuju,2024-01-06T03:19:11Z
@hodeng-9669,YANG PENTING SEIMAN.... 😂😅😂😅😂😅😅😂😅😂😅😂😅😂😅😂😅😂😅😂😅🎉😅🎉😅🎉😅🎉😅😂😅😂😅😂😅😂😅😂😅😅😂😅😂😅😂😅😂😅😂😅😂😅😂😅😂😅😂😅😂😅😂😅😂😅😂😅😂😅😅😂😅😂😅😂😅😂😅😂😅😂😅😂😅😂😅😂😅😂😅😂😅😂🎉😅😂😅😂😅😅😅😅😅😅😅😅😅😅😅😅😅,2024-01-06T03:04:53Z
@TaufikHasan-b2r,Apakah kami yg harus memerangi Rohingya jika pemerintah tidak memulangkan mereka❓,2024-01-06T03:03:37Z
@iskandariskandar7183,Betul. Asli propaganda munapik<br>Bonceng di agama islam.,2024-01-06T02:46:55Z
@liliksasmini541,Pemerintah tidak boleh lemah<br>Klo mentri LN menyatakan usir dari indonesia keluarkan mereka dari indonesia..sebelum menhancurkan kerukunan bangsa indonesia,2024-01-06T02:32:10Z
@sigitismunandar7198,Bawa saja Rohingnya di perbatasan Papua -Papuanugini,2024-01-06T02:23:34Z
@galihsemakinbahagia,"Jika tdk bagus blg tdk islami,ketika do myanmar bikin reseh blgvmuslim rohing dizholimi",2024-01-06T02:17:10Z
@widinugraha7392,Sebaiknya usir semua tanpa sisa.. sebelum anak cucu kita menangis dan menderita..,2024-01-06T02:06:45Z
@KeyekErik,Kita bantai saja bikin kuburan masal saya algojo nya.,2024-01-06T01:57:36Z
@jackstill4751,indonesia akan terjajah kembali kalau tdk mewaspadai penduduk rohingnya mereka terus bertambah,2024-01-06T01:55:58Z
@saeedsaeedfirdaus6506,sejak dulu lg sy memang tdk yakin bhwa mrk berphaman islam..dari klakuan sj kita sdh dpt membedakan,2024-01-06T01:46:19Z
@Chaken88Chaken88,Usir aja selesai😂😂😂,2024-01-06T01:42:54Z
@Hanafi0286,usir rohingya!!!,2024-01-06T01:42:44Z
@girlg5611,rokingnya bukan pengungsi tapi penjajah usir mereka menyusahkan,2024-01-06T01:30:50Z
@hermansyahhermansyah8555,memang persis seperti Israel zaman dahulu banyak berpura-pura dan dusta,2024-01-06T01:22:30Z
@hanifhussin684,Muka hitam je Seri takda,2024-01-06T01:21:16Z
@arifardian9007,Tolong usir para pengungsi itu,2024-01-06T01:18:24Z
@laancy1844,Hati hati dgn propaganda elite global,2024-01-06T01:17:58Z
@kerdikerdi,mungkin ini salah satu ciri2 fitnah dajal kan? allahhu alam hanya allah yg tau,2024-01-06T01:12:58Z
@tusytusy2616,"yang lebih bahaya lagi,mengaku cucu ROSUL sangat berbahaya lagi..Ingat oknum bebeb cucu antek londo",2024-01-06T01:07:38Z
@budiprayitnoprayitno6335,USIR ROHINGYA,2024-01-06T00:47:25Z
@radenwignyo1772,usirrrrrr etnis Rohingya dari tanah NKRI.....kalo tidak pribumi Indonesia bisa d usir rohingnya..... seperti Israel merebut tanah Palestina,2024-01-06T00:42:56Z
@SamsungA11-i1g,"Bunuh aj ud,",2024-01-06T00:42:42Z
@sundarisundari3813,"Indentitas itu hanya untuk merayu supaya boleh masuk/mengusi di trima , itu tipu daya mereka. Harus ht2 dn waspada , itu tak beda sm dgn penjajah.",2024-01-06T00:40:35Z
@makmuradam8402,Awas covik..19.rohingnya guru covik.,2024-01-06T00:31:20Z
@HariajaHari,GPL Usir dari NKRI,2024-01-06T00:17:35Z
@alexferguso-up6cv,"betul.... lbih baik,. d usir aja. klu bnar...",2024-01-05T23:59:13Z
@johanwahyuherliyanto972,"Sangat setuju,,Tolak pengungsi Rohingnya.",2024-01-05T23:55:03Z
@SupriYadi-jy1rm,Usir aj nti JD BBN suatu saat  BS komplik dngn BS perang  am rohingy  dri skrng kita usir aj m ni mirip israel,2024-01-05T23:54:51Z
@dianramadhanoficial4829,Usir tendang,2024-01-05T23:45:31Z
@SitiFatimah-qk9mc,semoga kita terlindung dri kejahatan penjajajahan kaum yg ingin menghancurkan kedaulatan indonesia,2024-01-05T23:45:13Z
@MhdLubis-y6p,"Jangan kau tambah tambah penderitaan mereka lagi, mereka sudah cukup sengsara jangan kau sama ratakan semua, lebih baik kau diam dari pada bocor mu itu menyakiti orang, kayak udah paten kali kau tu",2024-01-05T23:26:30Z
@MhdLubis-y6p,"Tidak semua begitu, jangan sembarangan ngomong, mengenai mereka minta tanah ente kan tidak tau apa yg sebenarnya terjadi, jangan ente nambah nambah dosa, di Indonesia ini saja banyak yg bejat  , munafik di mana mana ada, di Indonesia saja banyak, jangan kau menambah penderitaan mereka dengan bacot mu yg belum tentu benar",2024-01-05T23:21:41Z
@fuadbjm2939,uuuusiiiiir sebelum menyesal,2024-01-05T23:20:01Z
@ajimaharji5451,Betul sekali waspadalah kita semua ❤,2024-01-05T23:19:00Z
@AgusAgus-i2z,"Kalau melarat gak diakui umat islam,waduhhh....  Gak bahaya ta",2024-01-05T23:16:55Z
@AzlanisMatyassin-go5gy,Kaum kambing,2024-01-05T23:12:22Z
@yogasomad1407,PPM PUTRA PUTRI PEJUANG. MENGHIMBAU. ROHINGNYA TIDAK LAIN YAKJUD MAKJUD. YG INGIN MENGUASAI DUNIA. MARI SELAKU NEGARA KESATUAN NUSANTARA INDONESIA. HALAU MULAI SEKARANG. INDONESIA HARUS MERDEKA SEMEDEKA2NYA. . USIR ROHINGNYA,2024-01-05T23:02:11Z
@sarmasitorus4715,😂😂😂😂😂😂😂😂😂😂,2024-01-05T22:56:14Z
@menanti,mrk bkn islam😂😂😂,2024-01-05T22:53:08Z
@DudungBaedi-vc5ii,tegass_sssd,2024-01-05T22:47:02Z
@jalindoae5426,Tangkap masukkan kapal tarik k laut,2024-01-05T22:25:49Z
@jalindoae5426,Tangkap masukkan kapal tarik k laut,2024-01-05T22:25:35Z
@lastyoeko9732,"aku jadi ingat gimana militer Myanmar memperlakukan Suku Rohingya 2017 lalu, owhh ternyata, kita telah salah menilai..",2024-01-05T22:23:23Z
@pancarto1074,setuju mind....makin malam makin brbhaya,2024-01-05T22:03:42Z
@Tama.12.21,usir2 woy tolong,2024-01-05T22:01:50Z
@alialias744,Benar tu,2024-01-05T21:39:25Z
@rosnahahmad6059,Pihak kerajaan tidak boleh buat keputusan membenar kan warga rohania duduk di Malaysia mereka tidak boleh berkerja dan memberi kan mereka pelajaran kami ingin mereka keluar dari negara ini,2024-01-05T21:30:47Z
@02Haram_03Kapok,"Betul, bahkan surat Al-fatihah aja mereka banyak yg ga tau, sedangkan Surat Al-fatihah selalu dibacakan dalam sholat setiap raka&#39;at ny.<br>Orang2 Munafik.",2024-01-05T20:52:32Z
@repository-ip8nl,Di racun aja,2024-01-05T20:24:01Z
@SupriYanto-rp3bj,Ini pemerintah Indonesia harus tanggap....harus bersatu bngsa Indonesia..ini. Jangan pro..kontra... kemanusiaan. Boleh ..tapi ada waktu tertu dan di kembalikan ke negara asal nya..jangan salah belas kasih.✊✊🇮🇩,2024-01-05T20:18:37Z
